Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 42;153.7;73.06;210.36;12:15:35;17.16;80;0:00:00;0.0;249;118.37;938;445.9;453;215.34;101;48.01;0:36:26;4.95
Objeto 43;159.4;0.0;0.0;0:00:00;0.0;89;0:00:42;0.0;459;0.0;605;0.0;1210;0.0;71;0.0;0:00:00;0.0
Objeto 44;241.19;148.29;162.64;9:53:18;16.45;85;0:00:28;0.08;466;286.52;1093;672.02;648;398.42;383;235.49;0:41:10;6.94
Objeto 45;141.18;68.41;206.38;13:14:31;15.59;91;0:00:57;0.12;259;125.5;798;386.66;413;200.12;86;41.67;1:53:05;14.23
Objeto 46;25.11;12.14;206.84;11:52:53;17.41;84;0:00:08;0.02;8;3.87;234;113.13;764;369.37;0;0.0;0:12:28;1.75
Objeto 47;171.96;91.48;187.97;12:48:08;14.68;89;0:00:40;0.09;271;144.17;1042;554.34;619;329.31;130;69.16;1:25:17;11.1
Objeto 48;274.45;123.63;221.99;12:38:40;17.56;94;0:00:59;0.13;526;236.94;1371;617.59;612;275.68;312;140.54;0:38:28;5.07
Objeto 49;72.1;54.46;132.39;0:00:00;0.0;82;0:00:03;0.0;105;79.31;394;297.6;261;197.14;117;88.37;0:00:00;0.0
Objeto 50;311.0;0.0;0.0;17:26:06;0.0;0;0:00:00;0.0;625;0.0;1558;0.0;1143;0.0;302;0.0;16:56:16;97.15
Objeto 51;0.0;0.0;0.0;0:32:04;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:19:04;59.46
Objeto 52;49.04;23.97;204.6;13:56:10;14.68;91;0:01:11;0.14;36;17.6;407;198.93;1017;497.07;1;0.49;0:42:59;5.14
Objeto 53;124.06;53.12;233.54;16:09:06;14.46;83;0:00:04;0.01;153;65.51;856;366.54;419;179.41;78;33.4;0:59:29;6.14
Objeto 54;60.47;25.82;234.19;12:07:17;19.32;95;0:01:26;0.2;67;28.61;457;195.14;1008;430.42;0;0.0;0:00:00;0.0
Objeto 55;30.7;16.77;183.08;14:03:29;13.02;80;0:00:00;0.0;13;7.1;281;153.49;693;378.53;0;0.0;0:06:56;0.82
Objeto 56;330.7;97.65;338.66;18:32:14;18.27;110;0:07:48;0.7;623;183.96;1705;503.45;1549;457.39;289;85.34;1:51:49;10.05
Objeto 57;67.7;107.43;63.02;6:14:33;10.09;75;0:00:00;0.0;106;168.21;317;503.03;273;433.21;148;234.85;2:07:35;34.06
Objeto 58;87.76;51.07;171.85;9:35:36;17.91;91;0:00:51;0.15;137;79.72;510;296.78;228;132.68;84;48.88;0:32:02;5.57
Objeto 59;288.93;125.59;230.06;14:48:13;15.54;87;0:00:23;0.04;436;189.52;1473;640.28;1004;436.42;541;235.16;0:50:16;5.66
Objeto 60;31.7;15.14;209.34;12:01:17;17.41;77;0:00:00;0.0;9;4.3;298;142.35;847;404.61;1;0.48;0:13:17;1.84
Objeto 61;351.48;198.12;177.41;11:46:05;15.08;81;0:00:06;0.01;640;360.74;1397;787.44;803;452.62;837;471.79;1:58:29;16.78
Objeto 62;107.6;61.08;176.18;11:12:24;15.72;79;0:00:00;0.0;159;90.25;662;375.76;369;209.45;96;54.49;0:30:31;4.54
Objeto 63;95.71;51.98;184.13;13:08:11;14.02;92;0:01:11;0.15;147;79.83;623;338.34;272;147.72;30;16.29;1:00:55;7.73
Objeto 64;172.65;74.19;232.72;17:13:16;13.51;86;0:00:18;0.03;300;128.91;1070;459.77;808;347.19;54;23.2;2:38:09;15.31
Objeto 65;305.92;118.89;257.31;17:33:29;14.65;100;0:03:32;0.34;519;201.7;1641;637.74;1237;480.74;350;136.02;2:49:34;16.1
Objeto 66;27.94;15.69;178.06;13:28:02;13.22;87;0:00:17;0.04;6;3.37;264;148.26;737;413.9;1;0.56;1:47:39;13.32
Objeto 67;44.27;55.26;80.11;3:27:11;23.2;89;0:00:27;0.22;72;89.88;270;337.05;177;220.96;24;29.96;0:06:36;3.19
Objeto 68;34.2;16.71;204.68;12:34:48;16.27;83;0:00:00;0.0;18;8.79;306;149.5;865;422.62;0;0.0;0:40:16;5.33
Objeto 69;110.5;92.22;119.83;8:01:46;14.92;78;0:00:00;0.0;194;161.9;612;510.74;274;228.67;105;87.63;0:23:27;4.87
Objeto 70;134.2;71.67;187.26;0:07:44;1452.85;82;0:00:01;0.22;131;69.96;557;297.45;279;148.99;23;12.28;0:00:00;0.0
Objeto 71;69.08;25.91;266.65;8:50:12;30.17;97;0:01:59;0.37;61;22.88;537;201.39;1237;463.91;0;0.0;0:00:00;0.0
Objeto 72;17.9;225.24;7.95;0:51:59;9.17;45;0:00:00;0.0;36;453.0;103;1296.09;47;591.42;4;50.33;0:08:09;15.68
Objeto 73;99.16;95.43;103.91;7:16:38;14.28;86;0:00:33;0.13;165;158.79;607;584.17;366;352.23;50;48.12;0:14:34;3.34
Objeto 74;188.59;113.6;166.02;7:05:29;23.41;85;0:00:11;0.04;309;186.13;1145;689.7;870;524.05;121;72.88;0:00:00;0.0
Objeto 75;76.4;41.22;185.37;14:21:42;12.91;78;0:00:00;0.0;109;58.8;536;289.16;360;194.21;10;5.39;0:45:58;5.33
Objeto 76;48.16;18.18;264.95;15:57:34;16.6;82;0:00:04;0.01;5;1.89;471;177.77;1198;452.16;0;0.0;0:45:40;4.77
Objeto 77;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 78;15.2;8.45;179.84;10:06:11;17.8;67;0:00:00;0.0;2;1.11;148;82.3;499;277.47;0;0.0;0:00:00;0.0
Objeto 79;12.2;31.66;38.52;1:59:07;19.4;98;0:01:06;0.92;15;38.94;79;205.09;192;498.46;3;7.79;0:00:00;0.0
Objeto 80;399.8;137.22;291.37;1:43:38;168.69;80;0:00:00;0.0;857;294.13;2165;743.05;1529;524.77;119;40.84;0:00:00;0.0
Objeto 81;403.62;129.38;311.97;17:30:00;17.83;100;0:04:18;0.41;804;257.71;2095;671.53;1644;526.97;294;94.24;1:47:17;10.22
Total;12946.78;87.86;14736.13;780:40:12;18.88;110;0:56:25;0.12;21763;147.68;68194;462.77;56761;385.18;16518;112.09;78:41:56;10.08
