Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 38;156.06;87.58;178.19;10:35:26;16.83;82;0:00:04;0.01;227;127.39;912;511.82;475;266.57;194;108.87;0:33:18;5.24
Objeto 39;21.0;13.84;151.78;11:18:41;13.42;66;0:00:00;0.0;6;3.95;197;129.79;570;375.55;1;0.66;0:17:03;2.51
Objeto 40;174.38;68.0;256.43;14:36:48;17.55;99;0:02:35;0.29;325;126.74;990;386.07;597;232.81;82;31.98;1:10:06;7.99
Objeto 41;89.4;244.95;36.5;6:31:45;5.59;64;0:00:00;0.0;179;490.45;397;1087.76;215;589.09;139;380.85;3:23:22;51.91
Objeto 42;15.9;374.73;4.24;0:40:33;6.28;60;0:00:00;0.0;32;754.18;78;1838.32;63;1484.8;17;400.66;0:00:00;0.0
Objeto 43;5.3;251.07;2.11;0:17:25;7.27;28;0:00:00;0.0;10;473.71;33;1563.24;18;852.68;0;0.0;0:00:00;0.0
Objeto 44;323.52;136.2;237.54;13:49:29;17.18;92;0:01:09;0.14;597;251.32;1590;669.35;1240;522.01;441;185.65;0:16:10;1.95
Objeto 45;290.77;112.78;257.81;12:59:50;19.84;82;0:00:12;0.03;570;221.09;1377;534.11;825;320.0;389;150.88;0:06:45;0.87
Objeto 46;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 47;28.81;12.61;228.42;12:36:11;18.12;83;0:00:01;0.0;9;3.94;270;118.2;846;370.38;0;0.0;0:00:00;0.0
Objeto 48;293.41;95.36;307.69;16:47:29;18.32;97;0:02:34;0.25;542;176.15;1524;495.3;997;324.03;301;97.83;0:19:31;1.94
Objeto 49;399.11;105.88;376.94;19:20:00;19.5;93;0:01:34;0.14;791;209.85;1990;527.93;985;261.31;406;107.71;0:18:03;1.56
Objeto 50;91.4;46.5;196.56;0:00:00;0.0;89;0:00:30;0.0;109;55.45;625;317.97;411;209.1;71;36.12;0:00:00;0.0
Objeto 51;298.03;581.64;51.24;18:16:05;2.8;88;0:00:31;0.05;564;1100.72;1454;2837.68;964;1881.38;394;768.95;15:16:02;83.57
Objeto 52;27.37;26.47;103.44;6:46:32;15.27;93;0:00:27;0.11;26;25.14;218;210.76;513;495.96;0;0.0;0:11:03;2.72
Objeto 53;150.7;61.74;244.1;15:24:04;15.85;80;0:00:00;0.0;172;70.46;1035;424.0;489;200.33;128;52.44;1:11:18;7.72
Objeto 54;35.04;26.94;130.06;7:45:02;16.78;98;0:01:23;0.3;28;21.53;281;216.06;607;466.71;0;0.0;0:31:09;6.7
Objeto 55;30.29;17.59;172.27;11:59:49;14.36;151;0:00:26;0.06;21;12.19;244;141.64;675;391.83;13;7.55;0:00:00;0.0
Objeto 56;357.28;96.12;371.72;19:50:53;18.73;112;0:07:49;0.66;651;175.13;1889;508.18;1625;437.16;307;82.59;1:13:42;6.19
Objeto 57;78.6;62.56;125.65;7:25:20;16.93;80;0:00:00;0.0;138;109.83;505;401.92;317;252.29;5;3.98;0:54:04;12.14
Objeto 58;86.08;49.45;174.08;9:12:25;18.91;91;0:00:46;0.14;146;83.87;531;305.03;251;144.19;31;17.81;0:21:25;3.88
Objeto 59;240.0;112.0;214.29;13:29:32;15.88;93;0:01:01;0.13;433;202.06;1204;561.85;807;376.59;322;150.26;0:22:26;2.77
Objeto 60;35.21;16.73;210.47;11:40:40;18.02;81;0:00:01;0.0;5;2.38;342;162.49;963;457.54;0;0.0;0:26:06;3.73
Objeto 61;350.0;194.93;179.55;11:14:18;15.98;77;0:00:00;0.0;628;349.77;1392;775.28;838;466.73;852;474.52;1:21:03;12.02
Objeto 62;120.21;64.28;187.0;12:16:03;15.24;87;0:00:13;0.03;170;90.91;794;424.61;475;254.01;66;35.29;1:12:47;9.89
Objeto 63;16.31;37.97;42.96;2:48:53;15.26;84;0:00:11;0.11;25;58.19;108;251.38;42;97.76;3;6.98;0:34:33;20.46
Objeto 64;134.9;54.93;245.58;16:03:40;15.29;84;0:00:14;0.02;200;81.44;716;291.55;471;191.79;231;94.06;0:45:16;4.7
Objeto 65;339.37;195.35;173.73;13:13:18;13.14;90;0:00:17;0.04;911;524.39;1546;889.9;2143;1233.54;23;13.24;3:05:15;23.35
Objeto 66;53.82;21.94;245.3;15:52:42;15.45;96;0:02:08;0.22;33;13.45;454;185.08;1229;501.02;0;0.0;0:57:24;6.02
Objeto 67;132.88;67.41;197.13;10:42:05;18.42;88;0:00:27;0.07;239;121.24;799;405.32;537;272.41;48;24.35;0:14:59;2.33
Objeto 68;29.6;15.04;196.78;12:12:26;16.12;81;0:00:00;0.0;14;7.11;266;135.17;830;421.78;2;1.02;0:22:57;3.13
Objeto 69;0.0;0.0;0.0;0:00:23;0.16;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 70;206.5;90.51;228.16;0:07:39;1789.48;84;0:00:21;4.58;182;79.77;665;291.46;363;159.1;21;9.2;0:00:00;0.0
Objeto 71;26.8;13.32;201.18;10:24:58;19.31;80;0:00:00;0.0;9;4.47;250;124.26;766;380.75;0;0.0;0:00:00;0.0
Objeto 72;162.6;90.91;178.85;13:53:11;12.88;81;0:00:00;0.0;226;126.36;1135;634.61;562;314.23;39;21.81;1:53:41;13.64
Objeto 73;183.6;88.64;207.12;13:01:31;15.9;79;0:00:00;0.0;334;161.26;1033;498.74;570;275.2;135;65.18;0:29:42;3.8
Objeto 74;116.65;80.54;144.84;5:03:48;28.61;93;0:01:33;0.51;203;140.16;673;464.66;513;354.19;63;43.5;0:13:20;4.39
Objeto 75;72.2;39.01;185.1;12:38:56;14.63;76;0:00:00;0.0;110;59.43;492;265.8;320;172.88;10;5.4;0:22:59;3.03
Objeto 76;39.03;14.87;262.5;13:12:34;19.87;81;0:00:02;0.0;3;1.14;384;146.29;1091;415.63;0;0.0;0:15:49;2.0
Objeto 77;525.4;172.26;305.0;16:31:30;18.46;85;0:00:29;0.05;947;310.49;1989;652.13;1424;466.89;1367;448.2;0:35:48;3.61
Objeto 78;2.8;4.98;56.23;4:26:35;12.66;62;0:00:00;0.0;1;1.78;26;46.24;141;250.74;0;0.0;0:44:04;16.53
Objeto 79;69.08;33.89;203.81;12:35:32;16.19;96;0:01:53;0.25;60;29.44;547;268.39;1249;612.83;8;3.93;0:39:50;5.27
Objeto 80;367.5;158.12;232.42;2:22:30;97.86;79;0:00:00;0.0;901;387.66;1850;795.97;1478;635.92;23;9.9;0:00:00;0.0
Objeto 81;392.29;130.95;299.58;16:33:41;18.09;94;0:01:54;0.19;824;275.05;1999;667.26;1663;555.1;257;85.79;0:50:44;5.11
Total;13386.33;87.45;15307.18;778:30:29;19.66;151;1:00:31;0.13;23341;152.48;69600;454.69;59147;386.4;15972;104.34;59:17:15;7.62
