Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 23;186.4;93.91;198.49;11:38:55;17.04;79.0;0:00:00;0.0;292.0;147.11;1091.0;549.66;919.0;463.0;189.0;95.22;0:45:46;6.55
Objeto 24;40.7;566.38;7.19;3:10:50;2.26;66.0;0:00:00;0.0;125.0;1739.49;157.0;2184.8;185.0;2574.45;0.0;0.0;1:15:11;39.4
Objeto 25;220.99;70.67;312.71;12:56:38;24.16;97.0;0:02:14;0.29;407.0;130.15;1194.0;381.82;816.0;260.94;176.0;56.28;0:14:40;1.89
Objeto 26;536.13;266.15;201.44;12:32:48;16.05;86.0;0:00:46;0.1;1036.0;514.31;2057.0;1021.17;1595.0;791.81;1226.0;608.63;0:22:48;3.03
Objeto 27;327.99;167.34;196.0;11:33:51;16.95;92.0;0:01:50;0.26;747.0;381.12;1637.0;835.19;1665.0;849.48;131.0;66.84;0:17:28;2.52
Objeto 28;77.64;40.1;193.61;9:14:12;20.96;86.0;0:00:10;0.03;83.0;42.87;589.0;304.22;302.0;155.98;20.0;10.33;0:00:00;0.0
Objeto 29;131.2;79.67;164.68;9:10:14;17.96;75.0;0:00:00;0.0;212.0;128.73;804.0;488.21;454.0;275.68;84.0;51.01;0:44:51;8.15
Objeto 30;25.4;13.91;182.57;11:29:11;15.89;77.0;0:00:00;0.0;4.0;2.19;245.0;134.19;743.0;406.96;1.0;0.55;0:44:40;6.48
Objeto 31;47.52;23.48;202.38;10:25:33;19.41;86.0;0:00:52;0.14;35.0;17.29;398.0;196.66;909.0;449.16;0.0;0.0;0:06:32;1.04
Objeto 32;0.0;0.0;1.14;0:11:29;5.97;48.0;0:00:00;0.0;0.0;0.0;0.0;0.0;2.0;174.98;0.0;0.0;0:00:00;0.0
Objeto 33;147.84;71.68;206.24;11:54:16;17.32;82.0;0:00:03;0.01;256.0;124.12;909.0;440.74;494.0;239.52;57.0;27.64;0:38:02;5.32
Objeto 34;378.6;122.58;308.87;16:41:29;18.5;93.0;0:01:52;0.19;740.0;239.59;1743.0;564.32;1120.0;362.62;545.0;176.45;0:48:06;4.8
Objeto 35;28.09;17.53;160.25;9:56:17;16.12;86.0;0:00:21;0.06;22.0;13.73;234.0;146.02;590.0;368.18;0.0;0.0;0:17:32;2.94
Objeto 36;2.0;72.05;2.78;0:14:25;11.55;42.0;0:00:00;0.0;3.0;108.07;14.0;504.32;11.0;396.25;0.0;0.0;0:00:00;0.0
Objeto 37;206.51;85.82;240.65;12:35:50;19.1;81.0;0:00:01;0.0;371.0;154.17;1174.0;487.85;980.0;407.23;149.0;61.92;0:28:52;3.82
Objeto 38;71.22;25.0;284.92;15:38:51;18.21;99.0;0:03:03;0.32;45.0;15.79;586.0;205.67;1347.0;472.77;3.0;1.05;0:31:00;3.3
Objeto 39;266.32;19.51;1364.99;16:49:45;81.11;103.0;0:02:21;0.23;469.0;34.36;1414.0;103.59;1044.0;76.48;290.0;21.25;0:16:52;1.67
Objeto 40;213.78;100.02;213.73;8:36:53;24.81;93.0;0:00:27;0.09;348.0;162.83;1225.0;573.17;644.0;301.32;213.0;99.66;0:00:00;0.0
Objeto 41;29.9;14.62;204.55;12:02:14;16.99;77.0;0:00:00;0.0;5.0;2.44;288.0;140.79;822.0;401.85;1.0;0.49;0:19:44;2.73
Objeto 42;205.91;67.89;303.3;14:40:38;20.66;105.0;0:03:05;0.35;411.0;135.51;1095.0;361.03;639.0;210.69;116.0;38.25;1:00:36;6.88
Objeto 43;197.1;113.1;174.27;10:42:50;16.27;71.0;0:00:00;0.0;351.0;201.41;952.0;546.29;510.0;292.65;317.0;181.9;0:31:24;4.88
Objeto 44;152.05;74.84;203.16;12:26:04;16.34;94.0;0:00:49;0.11;182.0;89.59;918.0;451.86;574.0;282.54;231.0;113.7;1:18:23;10.51
Objeto 45;;;206.16;;;;;;;;;;;;;;;
Objeto 46;142.6;71.46;199.56;11:45:19;16.98;79.0;0:00:00;0.0;225.0;112.75;841.0;421.43;465.0;233.01;135.0;67.65;0:58:00;8.22
Objeto 47;158.9;75.99;209.11;13:19:03;15.7;88.0;0:00:14;0.03;238.0;113.82;684.0;327.1;727.0;347.67;427.0;204.2;1:02:44;7.85
Objeto 48;285.84;135.5;210.96;11:00:10;19.17;86.0;0:00:32;0.08;575.0;272.57;1224.0;580.22;794.0;376.38;480.0;227.54;0:16:30;2.5
Objeto 49;0.0;0.0;0.13;0:16:30;0.48;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 50;38.19;16.6;230.04;12:48:34;17.96;83.0;0:00:14;0.03;21.0;9.13;338.0;146.93;890.0;386.9;0.0;0.0;0:22:27;2.92
Objeto 51;282.99;93.21;303.6;15:30:23;19.58;96.0;0:03:29;0.37;525.0;172.92;1429.0;470.69;889.0;292.82;318.0;104.74;0:22:45;2.45
Objeto 52;137.57;110.67;124.3;5:59:44;20.73;82.0;0:00:05;0.02;261.0;209.97;719.0;578.43;320.0;257.44;134.0;107.8;0:14:32;4.04
Objeto 53;177.6;88.78;200.04;0:00:00;0.0;89.0;0:00:23;0.0;336.0;167.97;981.0;490.4;810.0;404.92;123.0;61.49;0:00:00;0.0
Objeto 54;171.96;107.75;159.59;7:17:48;21.87;88.0;0:01:06;0.25;315.0;197.38;803.0;503.17;524.0;328.34;276.0;172.94;0:09:31;2.17
Objeto 55;1.9;53.4;3.56;0:39:42;5.38;35.0;0:00:00;0.0;4.0;112.42;10.0;281.06;5.0;140.53;1.0;28.11;0:20:47;52.35
Objeto 56;33.4;16.92;197.36;11:24:42;17.29;79.0;0:00:00;0.0;9.0;4.56;316.0;160.12;877.0;444.38;0.0;0.0;0:14:35;2.13
Objeto 57;199.22;71.73;277.74;17:37:34;15.76;91.0;0:00:47;0.07;292.0;105.13;1254.0;451.5;671.0;241.59;148.0;53.29;1:36:06;9.09
Objeto 58;109.58;30.48;359.53;17:19:51;20.74;96.0;0:03:10;0.3;127.0;35.32;814.0;226.41;1742.0;484.53;0.0;0.0;0:00:00;0.0
Objeto 59;33.71;17.97;187.59;12:02:20;15.58;90.0;0:00:42;0.1;16.0;8.53;297.0;158.32;670.0;357.16;2.0;1.07;1:18:17;10.84
Objeto 60;120.74;85.79;140.74;8:09:50;17.24;112.0;0:03:33;0.72;233.0;165.55;594.0;422.05;452.0;321.16;112.0;79.58;0:44:50;9.15
Objeto 61;136.93;65.14;210.2;13:32:37;15.52;89.0;0:00:59;0.12;224.0;106.56;854.0;406.28;584.0;277.83;59.0;28.07;1:07:08;8.26
Objeto 62;256.65;120.46;213.05;12:38:28;16.85;88.0;0:00:10;0.02;352.0;165.22;1285.0;603.14;865.0;406.0;576.0;270.36;0:30:35;4.03
Objeto 63;44.08;20.73;212.64;8:48:41;24.13;84.0;0:00:05;0.02;24.0;11.29;391.0;183.88;901.0;423.73;1.0;0.47;0:14:58;2.83
Objeto 64;406.73;200.53;202.83;13:02:01;15.56;88.0;0:00:40;0.09;704.0;347.09;1610.0;793.77;985.0;485.63;1043.0;514.22;1:33:40;11.98
Objeto 65;101.98;55.5;183.74;12:58:27;14.16;81.0;0:00:03;0.01;130.0;70.75;673.0;366.29;361.0;196.48;86.0;46.81;1:35:09;12.22
Objeto 66;18.84;46.6;40.43;2:46:41;14.55;92.0;0:01:13;0.73;35.0;86.58;105.0;259.73;62.0;153.36;3.0;7.42;0:55:03;33.03
Objeto 67;174.67;62.9;277.71;16:27:55;16.87;87.0;0:00:41;0.07;330.0;118.83;1035.0;372.69;682.0;245.58;46.0;16.56;1:18:50;7.98
Objeto 68;257.04;99.11;259.36;16:55:18;15.33;86.0;0:00:17;0.03;489.0;188.54;1452.0;559.85;1218.0;469.63;138.0;53.21;2:43:57;16.15
Objeto 69;34.73;17.32;200.58;14:21:29;13.97;99.0;0:01:26;0.17;7.0;3.49;320.0;159.54;933.0;465.15;1.0;0.5;2:06:06;14.64
Objeto 70;224.01;73.7;303.95;7:44:32;39.26;113.0;0:04:03;0.87;324.0;106.6;1186.0;390.2;734.0;241.49;258.0;84.88;0:00:00;0.0
Objeto 71;160.97;72.21;222.91;13:02:26;17.09;89.0;0:01:02;0.13;292.0;131.0;911.0;408.69;624.0;279.93;105.0;47.1;1:01:12;7.82
Objeto 72;38.96;18.43;211.36;12:37:03;16.75;87.0;0:00:04;0.01;18.0;8.52;346.0;163.71;911.0;431.03;7.0;3.31;1:03:27;8.38
Objeto 73;134.0;108.76;123.21;7:22:44;16.7;77.0;0:00:00;0.0;231.0;187.49;722.0;586.02;329.0;267.03;156.0;126.62;0:07:44;1.75
Objeto 74;99.57;53.12;187.44;3:04:12;61.06;83.0;0:00:20;0.18;177.0;94.43;621.0;331.31;324.0;172.86;12.0;6.4;0:00:00;0.0
Objeto 75;27.7;14.64;189.24;8:11:16;23.11;79.0;0:00:00;0.0;19.0;10.04;239.0;126.3;665.0;351.41;0.0;0.0;0:00:00;0.0
Objeto 76;160.9;93.29;172.47;13:25:52;12.84;81.0;0:00:00;0.0;196.0;113.64;1183.0;685.9;559.0;324.11;34.0;19.71;2:13:15;16.53
Objeto 77;168.43;85.08;197.97;10:19:52;19.16;89.0;0:00:56;0.15;291.0;146.99;948.0;478.86;570.0;287.92;145.0;73.24;0:18:56;3.05
Objeto 78;1.5;134.05;1.12;0:09:21;7.18;30.0;0:00:00;0.0;1.0;89.37;11.0;983.02;4.0;357.46;2.0;178.73;0:00:00;0.0
Objeto 79;75.2;37.53;200.37;14:04:58;14.23;80.0;0:00:00;0.0;103.0;51.41;533.0;266.01;341.0;170.19;13.0;6.49;0:39:31;4.68
Objeto 80;54.44;20.91;260.34;15:29:02;16.81;81.0;0:00:02;0.0;24.0;9.22;496.0;190.52;1109.0;425.99;0.0;0.0;0:18:39;2.01
Objeto 81;376.3;189.06;199.04;11:05:26;17.95;77.0;0:00:00;0.0;699.0;351.19;1461.0;734.04;897.0;450.67;904.0;454.19;0:13:50;2.08
Objeto 82;18.5;9.03;204.81;11:55:20;17.18;68.0;0:00:00;0.0;0.0;0.0;185.0;90.33;599.0;292.47;0.0;0.0;0:22:09;3.1
Objeto 83;60.24;35.44;169.97;9:20:59;18.18;103.0;0:03:15;0.58;47.0;27.65;475.0;279.46;1004.0;590.7;6.0;3.53;0:54:59;9.8
Objeto 84;480.46;174.72;274.99;4:52:59;56.32;84.0;0:00:11;0.06;1166.0;424.01;1580.0;574.56;2009.0;730.57;885.0;321.83;0:00:00;0.0
Objeto 85;361.56;100.23;360.73;20:16:45;17.79;94.0;0:01:44;0.14;778.0;215.67;1869.0;518.12;1504.0;416.93;176.0;48.79;1:41:56;8.38
Total;15024.76;86.64;17341.77;862:17:00;20.11;113.0;1:10:06;0.14;26835.0;154.74;75918.0;437.78;67800.0;390.96;19869.0;114.57;46:36:26;5.41
