Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 43;234.59;104.24;225.05;15:56:33;14.12;92;0:00:33;0.06;319;141.75;1032;458.56;714;317.26;671;298.15;0:52:23;5.48
Objeto 44;277.04;130.52;212.26;11:07:07;19.09;97;0:00:55;0.14;529;249.22;1302;613.4;811;382.08;394;185.62;0:13:44;2.06
Objeto 45;186.94;85.3;219.15;13:17:19;16.49;84;0:00:10;0.02;356;162.45;967;441.25;536;244.58;189;86.24;0:25:18;3.17
Objeto 46;225.21;81.48;276.38;16:36:51;16.64;85;0:00:22;0.04;314;113.61;1452;525.36;767;277.51;169;61.15;0:45:00;4.51
Objeto 47;346.82;100.62;344.67;18:57:51;18.17;103;0:01:06;0.1;690;200.19;1760;510.64;847;245.75;319;92.55;1:15:32;6.64
Objeto 48;0.0;0.0;0.0;0:25:30;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:25:20;99.35
Objeto 49;23.07;22.66;101.8;6:19:48;16.08;89;0:00:37;0.16;24;23.58;176;172.89;496;487.23;1;0.98;0:00:00;0.0
Objeto 50;3.3;113.99;2.9;1:32:29;1.88;42;0:00:00;0.0;2;69.08;29;1001.73;16;552.68;0;0.0;0:00:00;0.0
Objeto 51;72.84;26.01;279.98;17:37:39;15.88;95;0:02:33;0.24;78;27.86;551;196.8;1239;442.54;0;0.0;0:58:13;5.5
Objeto 52;30.37;18.35;165.45;12:18:53;13.43;93;0:00:55;0.12;18;10.88;260;157.15;685;414.03;0;0.0;0:08:16;1.12
Objeto 53;283.19;92.77;305.25;17:12:10;17.74;129;0:10:19;1.0;462;151.35;1338;438.33;1003;328.58;485;158.89;1:05:58;6.39
Objeto 54;0.3;0.0;0.0;0:06:45;0.0;0;0:00:00;0.0;1;0.0;1;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 55;169.64;95.69;177.28;10:50:25;16.35;82;0:00:03;0.01;241;135.95;934;526.87;586;330.56;280;157.95;0:17:35;2.7
Objeto 56;11.9;34.14;34.85;1:49:36;19.08;75;0:00:00;0.0;17;48.78;76;218.06;26;74.6;9;25.82;0:00:00;0.0
Objeto 57;28.93;13.81;209.52;11:32:40;18.15;84;0:00:09;0.02;3;1.43;282;134.6;866;413.34;0;0.0;0:06:29;0.94
Objeto 58;393.56;200.08;196.7;13:27:46;14.61;82;0:00:04;0.01;740;376.21;1582;804.27;926;470.77;873;443.83;1:30:42;11.23
Objeto 59;110.41;60.99;181.05;12:32:26;14.44;81;0:00:01;0.0;149;82.3;746;412.05;423;233.64;60;33.14;0:56:20;7.49
Objeto 60;21.28;55.18;38.56;2:09:46;17.83;92;0:00:44;0.57;39;101.15;116;300.86;64;165.99;2;5.19;0:43:36;33.6
Objeto 61;120.11;58.95;203.77;13:18:12;15.32;92;0:00:31;0.06;181;88.83;763;374.44;548;268.93;71;34.84;1:37:43;12.24
Objeto 62;182.86;90.0;203.17;17:23:04;11.69;84;0:00:04;0.01;237;116.65;1143;562.59;688;338.64;211;103.85;5:01:02;28.86
Objeto 63;31.8;15.48;205.41;12:59:32;15.81;77;0:00:00;0.0;18;8.76;281;136.8;827;402.62;1;0.49;0:45:35;5.85
Objeto 64;70.56;69.86;101.01;7:13:54;13.97;85;0:00:26;0.1;129;127.72;407;402.95;277;274.24;37;36.63;0:53:45;12.39
Objeto 65;27.9;13.79;202.27;13:33:40;14.92;82;0:00:00;0.0;10;4.94;258;127.55;829;409.85;1;0.49;0:59:38;7.33
Objeto 66;118.81;100.51;118.21;8:27:54;13.96;84;0:00:15;0.05;204;172.58;664;561.73;304;257.18;114;96.44;0:53:18;10.49
Objeto 67;77.0;41.07;187.49;0:00:00;0.0;81;0:00:04;0.0;119;63.47;523;278.95;266;141.87;9;4.8;0:00:00;0.0
Objeto 68;32.31;20.56;157.11;5:44:04;27.4;85;0:00:16;0.08;16;10.18;285;181.41;788;501.57;1;0.64;0:00:00;0.0
Objeto 69;131.8;85.34;154.45;15:15:44;10.12;78;0:00:00;0.0;157;101.65;979;633.87;490;317.26;25;16.19;4:26:23;29.09
Objeto 70;173.07;84.29;205.34;11:27:31;17.92;83;0:00:05;0.01;292;142.21;1023;498.21;547;266.39;123;59.9;0:00:00;0.0
Objeto 71;81.6;85.74;95.17;4:05:13;23.29;77;0:00:00;0.0;134;140.81;496;521.19;349;366.72;52;54.64;0:00:00;0.0
Objeto 72;71.4;38.54;185.28;13:27:15;13.77;77;0:00:00;0.0;95;51.28;515;277.97;325;175.41;9;4.86;0:47:17;5.86
Objeto 73;13.6;12.74;106.73;5:15:39;20.29;75;0:00:00;0.0;2;1.87;132;123.68;408;382.28;0;0.0;0:10:24;3.29
Objeto 74;551.11;179.96;306.25;17:02:25;17.97;81;0:00:01;0.0;943;307.92;2174;709.88;1423;464.66;1451;473.8;0:08:16;0.81
Objeto 75;2.2;5.31;41.45;1:39:19;25.04;59;0:00:00;0.0;0;0.0;22;53.07;62;149.57;0;0.0;0:00:00;0.0
Objeto 76;67.76;33.53;202.1;12:17:05;16.45;95;0:02:32;0.34;52;25.73;540;267.2;1303;644.75;12;5.94;0:22:54;3.11
Objeto 77;232.48;116.3;199.89;0:38:39;310.31;81;0:00:01;0.04;465;232.63;1219;609.83;731;365.7;175;87.55;0:00:00;0.0
Objeto 78;332.95;115.04;289.43;15:37:33;18.52;93;0:02:20;0.25;608;210.07;1812;626.06;1369;473.0;280;96.74;0:59:41;6.37
Total;11621.47;-23.99;-48447.33;695:27:42;-69.66;129;0:56:22;0.14;19026;-39.27;60834;-125.57;48827;-100.78;16772;-34.62;60:49:45;8.75
