Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 77;181.44;92.38;196.4;10:04:54;19.48;94;0:01:20;0.22;334;170.06;968;492.88;573;291.76;162;82.49;0:35:26;5.86
Objeto 78;178.2;115.45;154.36;5:42:35;27.03;86;0:00:25;0.12;297;192.41;993;643.31;713;461.91;190;123.09;0:00:00;0.0
Objeto 79;76.8;38.99;196.98;15:38:24;12.59;80;0:00:00;0.0;99;50.26;555;281.76;320;162.45;15;7.62;2:00:43;12.86
Objeto 80;23.02;17.18;133.97;7:52:32;17.01;87;0:00:30;0.11;8;5.97;210;156.76;541;403.84;0;0.0;0:16:32;3.5
Objeto 81;340.05;183.28;185.53;11:08:17;16.66;88;0:00:15;0.04;651;350.88;1228;661.88;911;491.02;868;467.84;0:25:14;3.78
Objeto 82;18.9;9.07;208.35;13:02:03;15.98;69;0:00:00;0.0;1;0.48;187;89.75;623;299.02;0;0.0;0:16:57;2.17
Objeto 83;67.97;37.97;179.0;12:33:49;14.25;107;0:04:10;0.55;46;25.7;545;304.46;1217;679.87;8;4.47;0:59:58;7.96
Objeto 84;211.86;96.22;220.18;8:19:58;26.42;89;0:00:58;0.19;440;199.84;1138;516.86;806;366.07;41;18.62;0:10:21;2.07
Objeto 85;258.14;133.42;193.48;11:31:53;16.78;84;0:00:10;0.02;537;277.55;1296;669.83;1105;571.12;210;108.54;1:06:47;9.65
Total;13741.7;89.81;15300.06;903:58:28;16.93;115;1:47:57;0.2;23391;152.88;70573;461.26;58273;380.87;18635;121.8;77:43:21;8.6
