Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 70;23.28;11.71;198.85;9:58:35;19.93;94;0:00:29;0.08;6;3.02;215;108.12;731;367.61;1;0.5;0:07:12;1.2
Objeto 71;166.6;94.31;176.65;14:13:42;12.42;71;0:00:00;0.0;233;131.9;1170;662.31;546;309.08;30;16.98;2:19:28;16.34
Objeto 72;172.25;83.25;206.9;12:15:41;16.87;86;0:00:09;0.02;299;144.51;988;477.52;542;261.96;135;65.25;0:29:53;4.06
Objeto 73;205.5;116.51;176.38;5:40:58;31.04;82;0:00:06;0.03;352;199.57;1226;695.09;840;476.25;124;70.3;0:00:00;0.0
Objeto 74;75.8;40.79;185.81;13:07:43;14.15;73;0:00:00;0.0;106;57.05;532;286.31;319;171.68;14;7.53;1:20:21;10.2
Objeto 75;26.4;13.16;200.54;9:47:43;20.47;74;0:00:00;0.0;0;0.0;264;131.65;820;408.91;0;0.0;0:06:32;1.11
Objeto 76;543.05;176.51;307.66;16:10:03;19.03;83;0:00:10;0.02;963;313.01;2078;675.43;1456;473.25;1425;463.18;0:19:47;2.04
Objeto 77;16.0;8.52;187.77;11:43:33;16.01;72;0:00:00;0.0;3;1.6;154;82.02;568;302.5;0;0.0;0:00:00;0.0
Objeto 78;1.8;13.66;13.18;0:50:43;15.59;51;0:00:00;0.0;2;15.17;13;98.63;60;455.24;1;7.59;0:12:48;25.24
Objeto 79;291.2;113.22;257.19;5:27:30;47.12;77;0:00:00;0.0;597;232.12;1695;659.04;1151;447.53;23;8.94;0:00:00;0.0
Objeto 80;300.8;134.86;223.05;11:44:47;18.99;89;0:00:49;0.12;581;260.48;1613;723.15;1137;509.74;222;99.53;0:34:00;4.82
Total;12637.42;92.89;13604.36;723:36:16;18.8;113;0:51:11;0.12;21187;155.74;64490;474.04;53607;394.04;16272;119.61;57:30:07;7.95
