Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 20;154.2;76.61;201.27;10:54:56;18.44;80;0:00:00;0.0;213;105.83;1011;502.31;522;259.35;105;52.17;0:40:36;6.2
Objeto 21;133.8;68.78;194.53;11:49:37;16.45;71;0:00:00;0.0;171;87.9;957;491.96;648;333.11;39;20.05;0:24:56;3.51
Objeto 22;317.51;102.68;309.23;18:37:28;16.6;94;0:02:24;0.21;516;166.87;1597;516.45;1332;430.75;527;170.42;1:48:18;9.69
Objeto 23;39.09;75.87;51.53;2:27:52;20.91;88;0:00:47;0.53;74;143.61;217;421.12;135;261.99;9;17.47;0:00:00;0.0
Objeto 24;123.2;285.87;43.1;3:21:23;12.84;73;0:00:00;0.0;194;450.16;571;1324.95;297;689.16;273;633.47;0:00:00;0.0
Objeto 25;188.73;92.74;203.51;7:38:51;26.61;81;0:00:02;0.01;289;142.01;1307;642.24;875;429.96;1;0.49;0:00:00;0.0
Objeto 26;154.56;87.38;176.87;7:41:05;23.02;83;0:00:07;0.03;253;143.04;972;549.54;584;330.18;66;37.31;0:10:19;2.24
Objeto 27;33.9;18.51;183.18;11:22:32;16.1;78;0:00:00;0.0;19;10.37;301;164.32;807;440.54;0;0.0;0:07:17;1.07
Objeto 28;85.07;26.48;321.26;17:52:26;17.97;96;0:02:26;0.23;84;26.15;659;205.13;1311;408.09;1;0.31;0:30:26;2.84
Objeto 29;353.73;176.22;200.73;13:20:49;15.04;100;0:02:55;0.36;586;291.93;1676;834.94;1164;579.87;663;330.29;2:17:44;17.2
Objeto 30;20.07;13.98;143.55;8:30:19;16.88;89;0:00:25;0.08;2;1.39;193;134.45;631;439.56;0;0.0;0:06:54;1.35
Objeto 31;160.03;79.96;200.14;12:13:56;16.36;86;0:00:09;0.02;284;141.9;947;473.18;578;288.81;84;41.97;1:01:33;8.39
Objeto 32;513.97;147.44;348.59;19:28:02;17.91;98;0:01:57;0.17;1083;310.68;2210;633.99;1486;426.29;747;214.29;0:30:00;2.57
Objeto 33;153.81;77.07;199.57;11:16:21;17.7;94;0:00:22;0.05;266;133.29;837;419.4;499;250.04;166;83.18;0:38:32;5.7
Objeto 34;134.07;54.92;244.1;13:33:15;18.01;84;0:00:12;0.02;231;94.63;742;303.97;458;187.63;135;55.3;0:40:30;4.98
Objeto 35;315.24;25.75;1224.3;14:23:37;85.06;93;0:02:19;0.27;505;41.25;1618;132.16;929;75.88;505;41.25;0:46:03;5.33
Objeto 36;199.95;92.78;215.52;10:22:19;20.78;87;0:00:25;0.07;270;125.28;1225;568.41;606;281.19;231;107.19;0:00:00;0.0
Objeto 37;19.6;14.64;133.88;10:22:37;12.9;78;0:00:00;0.0;5;3.73;185;138.18;505;377.19;1;0.75;0:27:22;4.4
Objeto 38;140.13;83.69;167.45;9:24:01;17.81;90;0:01:31;0.27;277;165.43;761;454.48;433;258.59;73;43.6;0:13:35;2.41
Objeto 39;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 40;7.2;323.6;2.23;0:25:50;5.17;27;0:00:00;0.0;11;494.38;50;2247.19;31;1393.26;0;0.0;0:00:00;0.0
Objeto 41;12.8;66.53;19.24;0:50:53;22.69;73;0:00:00;0.0;21;109.15;85;441.81;38;197.52;1;5.2;0:07:14;14.22
Objeto 42;207.4;0.0;0.0;0:00:00;0.0;83;0:00:13;0.0;282;0.0;510;0.0;1268;0.0;1000;0.0;0:00:00;0.0
Objeto 43;282.41;137.37;205.58;10:46:14;19.09;86;0:00:08;0.02;550;267.53;1314;639.16;820;398.87;409;198.95;0:07:57;1.23
Objeto 44;166.94;76.26;218.92;13:16:31;16.49;82;0:00:03;0.01;306;139.78;929;424.36;507;231.59;128;58.47;0:28:23;3.56
Objeto 45;26.35;12.32;213.82;11:34:13;18.48;86;0:00:11;0.03;5;2.34;252;117.86;818;382.56;0;0.0;0:00:00;0.0
Objeto 46;207.94;105.66;196.8;13:13:42;14.88;100;0:00:39;0.08;345;175.3;1191;605.18;724;367.89;193;98.07;0:59:42;7.52
Objeto 47;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 48;188.6;106.84;176.52;0:00:00;0.0;84;0:00:30;0.0;392;222.07;951;538.74;834;472.46;151;85.54;0:00:00;0.0
Objeto 49;324.1;0.0;0.0;17:11:39;0.0;0;0:00:00;0.0;650;0.0;1616;0.0;1180;0.0;325;0.0;16:11:37;94.18
Objeto 50;275.59;123.76;222.68;15:27:22;14.41;90;0:00:35;0.06;449;201.63;1503;674.95;1036;465.24;350;157.17;1:54:22;12.33
Objeto 51;21.8;20.99;103.84;6:36:14;15.72;89;0:00:37;0.16;15;14.45;182;175.28;452;435.31;0;0.0;0:07:42;1.94
Objeto 52;132.5;61.61;215.06;15:43:09;13.68;76;0:00:00;0.0;153;71.14;967;449.64;513;238.54;52;24.18;1:08:14;7.23
Objeto 53;98.73;31.25;315.92;16:51:28;18.74;103;0:02:25;0.24;120;37.98;727;230.12;1407;445.36;0;0.0;0:35:12;3.48
Objeto 54;30.05;18.15;165.56;11:58:29;13.83;87;0:00:18;0.04;11;6.64;275;166.1;727;439.11;1;0.6;0:20:52;2.9
Objeto 55;370.84;85.54;433.51;22:48:38;19.0;118;0:13:20;0.97;640;147.63;1967;453.74;1766;407.37;341;78.66;2:10:44;9.55
Objeto 56;376.6;141.61;265.95;15:08:47;17.56;106;0:05:02;0.55;668;251.17;1744;655.76;1040;391.05;641;241.02;0:48:03;5.29
Objeto 57;267.79;124.42;215.23;12:52:46;16.71;96;0:01:11;0.15;394;183.06;1352;628.15;926;430.23;528;245.31;0:23:46;3.08
Objeto 58;93.34;53.94;173.05;9:56:17;17.41;87;0:00:31;0.09;141;81.48;567;327.66;245;141.58;80;46.23;0:07:00;1.17
Objeto 59;32.1;15.25;210.47;10:08:49;20.74;80;0:00:00;0.0;13;6.18;293;139.21;864;410.5;2;0.95;0:26:26;4.34
Objeto 60;521.91;203.18;256.88;15:23:29;16.69;89;0:00:25;0.05;940;365.94;2079;809.34;1184;460.92;1256;488.95;1:21:45;8.85
Objeto 61;97.8;54.08;180.83;12:12:25;14.81;80;0:00:00;0.0;130;71.89;604;334.01;364;201.29;114;63.04;1:03:03;8.61
Objeto 62;86.21;48.0;179.61;12:12:25;14.71;95;0:02:17;0.31;122;67.92;565;314.57;243;135.29;34;18.93;1:41:34;13.87
Objeto 63;91.68;67.88;135.06;9:24:28;14.36;83;0:00:06;0.02;156;115.5;573;424.25;431;319.12;31;22.95;1:25:43;15.19
Objeto 64;227.67;107.08;212.62;17:40:23;12.03;90;0:00:41;0.06;284;133.57;1434;674.46;969;455.75;269;126.52;4:35:51;26.01
Objeto 65;26.37;15.49;170.21;13:37:06;12.5;85;0:00:12;0.02;4;2.35;253;148.64;756;444.16;1;0.59;2:04:32;15.24
Objeto 66;150.76;70.02;215.31;13:01:12;16.54;90;0:00:42;0.09;290;134.69;863;400.81;633;293.99;58;26.94;0:51:37;6.61
Objeto 67;42.73;21.05;203.01;12:54:28;15.73;91;0:00:09;0.02;24;11.82;376;185.21;929;457.61;2;0.99;0:14:13;1.84
Objeto 68;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 69;159.57;73.13;218.19;0:46:25;282.05;82;0:00:04;0.14;141;64.62;633;290.11;334;153.07;14;6.42;0:00:00;0.0
Objeto 70;27.17;21.0;129.38;6:23:01;20.27;91;0:00:22;0.1;21;16.23;224;173.14;540;417.38;1;0.77;0:08:40;2.26
Objeto 71;197.93;94.17;210.18;13:31:05;15.55;93;0:00:22;0.05;289;137.5;1325;630.41;627;298.31;73;34.73;1:04:55;8.0
Objeto 72;0.0;0.0;0.01;0:00:30;0.72;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 73;219.11;121.8;179.89;4:27:45;40.31;84;0:00:15;0.09;362;201.23;1323;735.43;958;532.54;138;76.71;0:00:00;0.0
Objeto 74;65.4;34.88;187.48;13:14:11;14.16;78;0:00:00;0.0;72;38.4;500;266.69;297;158.42;10;5.33;0:30:30;3.84
Objeto 75;41.3;15.56;265.42;17:13:29;15.41;81;0:00:00;0.0;2;0.75;409;154.1;1122;422.73;0;0.0;1:13:29;7.11
Objeto 76;532.81;182.0;292.76;15:22:00;19.05;85;0:00:22;0.04;976;333.38;1940;662.66;1442;492.56;1433;489.48;0:07:10;0.78
Objeto 77;17.6;9.3;189.16;11:04:44;17.07;79;0:00:00;0.0;3;1.59;168;88.81;588;310.85;2;1.06;0:10:59;1.65
Objeto 78;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 79;339.28;144.19;235.31;1:08:05;207.37;85;0:00:24;0.59;707;300.45;1843;783.22;1258;534.61;85;36.12;0:00:00;0.0
Objeto 80;276.11;130.85;211.01;11:46:12;17.93;82;0:00:01;0.0;547;259.23;1455;689.54;1103;522.72;212;100.47;0:39:41;5.62
Total;13227.3;88.55;14937.72;782:12:50;19.1;118;1:04:15;0.14;22478;150.48;69359;464.32;58578;392.15;16322;109.27;63:37:56;8.13
