Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 14;86.55;25.64;337.63;18:41:37;18.06;102;0:04:58;0.44;61;18.07;698;206.74;1589;470.63;3;0.89;0:16:30;1.47
Objeto 15;32.67;;;19:24:33;;92;0:01:10;0.1;23;;270;;708;;1;;7:40:31;39.54
Objeto 16;40.85;20.07;203.5;13:18:25;15.29;86;0:01:20;0.17;19;9.34;359;176.41;904;444.23;0;0.0;0:28:35;3.58
Objeto 17;172.4;127.34;135.39;7:58:37;16.97;85;0:00:07;0.02;276;203.86;761;562.1;470;347.16;410;302.84;0:27:07;5.67
Objeto 18;294.4;282.47;104.22;5:15:48;19.8;73;0:00:00;0.0;420;402.99;1722;1652.24;618;592.97;382;366.53;0:06:35;2.08
Objeto 19;217.2;121.31;179.05;9:49:59;18.21;80;0:00:00;0.0;428;239.04;1115;622.72;481;268.64;201;112.26;0:18:32;3.14
Objeto 20;381.41;193.8;196.81;10:45:25;18.3;87;0:00:16;0.04;836;424.78;1705;866.32;1181;600.07;434;220.52;0:14:45;2.29
Objeto 21;172.59;82.17;210.03;10:08:25;20.71;83;0:00:14;0.04;253;120.46;1154;549.46;870;414.23;63;30.0;0:22:09;3.64
Objeto 22;213.8;107.94;198.07;12:05:45;16.38;74;0:00:00;0.0;354;178.72;1164;587.67;1105;557.88;266;134.3;0:36:14;4.99
Objeto 23;288.32;101.59;283.8;16:30:27;17.19;101;0:01:38;0.16;391;137.77;1484;522.9;675;237.84;603;212.47;1:46:40;10.77
Objeto 24;210.35;68.99;304.91;13:46:36;22.13;81;0:00:03;0.01;331;108.56;1166;382.41;730;239.41;275;90.19;0:06:43;0.81
Objeto 25;183.5;179.74;102.09;6:05:39;16.75;75;0:00:00;0.0;332;325.2;887;868.84;537;526.01;284;278.19;0:00:00;0.0
Objeto 26;200.4;140.28;142.86;9:12:45;15.51;78;0:00:00;0.0;428;299.59;1094;765.78;1149;804.28;54;37.8;0:26:05;4.72
Objeto 27;31.8;33.17;95.88;3:53:37;24.63;74;0:00:00;0.0;26;27.12;247;257.61;133;138.71;19;19.82;0:09:50;4.21
Objeto 28;137.6;86.58;158.93;8:23:29;18.94;74;0:00:00;0.0;216;135.91;877;551.82;541;340.41;67;42.16;0:06:28;1.28
Objeto 29;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 30;73.26;19.59;373.95;21:35:11;17.32;88;0:00:33;0.04;51;13.64;625;167.14;1519;406.21;1;0.27;0:35:30;2.74
Objeto 31;279.26;161.69;172.71;13:14:07;13.05;93;0:01:16;0.16;465;269.24;1148;664.71;868;502.58;704;407.62;3:12:19;24.22
Objeto 32;63.0;27.7;227.49;12:07:36;18.76;95;0:00:58;0.13;67;29.45;484;212.76;1042;458.05;3;1.32;0:26:09;3.59
Objeto 33;158.8;75.03;211.64;15:50:38;13.36;79;0:00:00;0.0;277;130.89;960;453.61;498;235.31;74;34.97;3:18:26;20.87
Objeto 34;121.34;81.72;148.48;6:25:14;23.13;82;0:00:03;0.01;205;138.06;708;476.83;352;237.07;95;63.98;0:59:18;15.39
Objeto 35;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 36;208.31;103.95;200.39;6:15:32;32.02;93;0:01:53;0.5;414;206.6;960;479.07;621;309.9;269;134.24;0:00:00;0.0
Objeto 37;171.43;72.32;237.05;13:33:09;17.49;89;0:01:06;0.14;273;115.16;1090;459.81;741;312.59;69;29.11;0:44:54;5.52
Objeto 38;93.14;30.72;303.15;16:04:52;18.85;106;0:04:29;0.46;93;30.68;703;231.9;1478;487.55;0;0.0;0:11:35;1.2
Objeto 39;116.43;21.64;538.14;8:25:17;63.9;98;0:01:26;0.28;188;34.94;656;121.9;420;78.05;120;22.3;0:14:41;2.91
Objeto 40;163.22;87.55;186.44;10:04:40;18.5;82;0:00:06;0.02;245;131.41;991;531.53;516;276.76;150;80.45;0:00:00;0.0
Objeto 41;22.9;12.06;189.9;12:01:35;15.79;80;0:00:00;0.0;0;0.0;228;120.06;711;374.4;1;0.53;0:15:37;2.16
Objeto 42;192.77;69.56;277.12;14:46:09;18.76;98;0:02:41;0.3;396;142.9;994;358.69;629;226.98;117;42.22;0:59:59;6.77
Objeto 43;217.6;124.92;174.2;12:23:53;14.05;74;0:00:00;0.0;391;224.46;977;560.86;479;274.98;417;239.38;1:20:51;10.87
Objeto 44;134.03;77.22;173.57;10:15:44;16.91;97;0:02:18;0.37;147;84.69;816;470.12;559;322.05;210;120.99;0:12:08;1.97
Objeto 45;134.9;67.64;199.43;11:08:32;17.9;81;0:00:00;0.0;198;99.28;849;425.71;445;223.14;104;52.15;0:30:49;4.61
Objeto 46;186.46;66.46;280.56;17:26:25;16.09;86;0:00:11;0.02;209;74.49;1180;420.58;696;248.07;265;94.45;0:59:50;5.72
Objeto 47;280.53;122.3;229.37;12:27:27;18.41;82;0:00:09;0.02;586;255.48;1235;538.44;758;330.47;397;173.08;0:21:08;2.83
Objeto 48;178.27;81.86;217.76;13:21:08;16.31;85;0:00:12;0.02;352;161.65;934;428.91;515;236.5;143;65.67;0:19:38;2.45
Objeto 49;36.9;16.0;230.59;12:45:25;18.08;76;0:00:00;0.0;13;5.64;342;148.31;914;396.37;1;0.43;0:06:10;0.81
Objeto 50;245.4;84.56;290.2;16:16:29;17.83;93;0:02:34;0.26;431;148.52;1347;464.16;854;294.28;223;76.84;0:21:19;2.18
Objeto 51;371.26;118.84;312.41;18:17:48;17.07;88;0:00:19;0.03;654;209.34;1988;636.35;964;308.57;414;132.52;1:05:24;5.96
Objeto 52;137.8;78.74;175.01;0:00:00;0.0;83;0:00:10;0.0;256;146.28;769;439.4;658;375.97;97;55.42;0:00:00;0.0
Objeto 53;2.7;56.1;4.81;0:21:56;13.17;48;0:00:00;0.0;1;20.78;24;498.65;7;145.44;1;20.78;0:00:00;0.0
Objeto 54;145.0;110.21;131.57;10:00:51;13.14;79;0:00:00;0.0;244;185.45;807;613.35;498;378.5;155;117.81;0:55:31;9.24
Objeto 55;26.23;23.45;111.83;8:42:40;12.84;96;0:00:58;0.18;26;23.25;202;180.63;541;483.78;0;0.0;1:05:16;12.49
Objeto 56;183.93;90.13;204.08;14:15:42;14.31;88;0:00:38;0.07;260;127.4;1226;600.75;565;276.85;88;43.12;0:48:08;5.63
Objeto 57;99.39;27.12;366.47;19:58:42;18.34;97;0:03:08;0.26;101;27.56;765;208.75;1698;463.34;0;0.0;1:01:48;5.16
Objeto 58;29.9;15.99;186.96;13:09:49;14.2;86;0:00:09;0.02;11;5.88;274;146.55;742;396.87;1;0.53;0:06:38;0.84
Objeto 59;282.64;94.88;297.89;17:57:18;16.59;104;0:08:01;0.74;482;161.81;1531;513.95;1003;336.7;247;82.92;1:17:47;7.22
Objeto 60;145.86;72.14;202.18;13:33:33;14.91;94;0:01:34;0.19;245;121.18;899;444.65;563;278.46;56;27.7;0:33:13;4.08
Objeto 61;82.17;47.67;172.38;10:03:18;17.14;83;0:00:25;0.07;116;67.29;528;306.3;236;136.91;58;33.65;0:16:39;2.76
Objeto 62;236.48;162.19;145.81;15:37:25;9.33;93;0:01:19;0.14;421;288.73;1161;796.24;696;477.33;351;240.72;4:45:49;30.49
Objeto 63;4.2;20.78;20.22;1:19:28;15.26;70;0:00:00;0.0;1;4.95;40;197.86;98;484.76;0;0.0;0:00:00;0.0
Objeto 64;0.0;0.0;0.03;0:05:53;0.25;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:04:04;69.12
Objeto 65;107.44;59.58;180.34;12:11:59;14.78;83;0:00:10;0.02;149;82.62;718;398.14;404;224.03;57;31.61;1:11:46;9.8
Objeto 66;79.91;44.16;180.98;14:01:20;12.91;92;0:00:08;0.02;114;62.99;551;304.46;228;125.98;19;10.5;2:39:06;18.91
Objeto 67;133.12;48.42;274.9;17:12:06;15.98;87;0:00:23;0.04;215;78.21;797;289.92;537;195.34;101;36.74;1:02:24;6.05
Objeto 68;272.86;106.97;255.08;17:41:13;14.42;85;0:00:24;0.04;479;187.79;1558;610.8;1105;433.2;209;81.94;3:17:26;18.6
Objeto 69;17.03;19.59;86.93;6:45:26;12.86;96;0:00:47;0.19;4;4.6;155;178.3;453;521.11;0;0.0;0:43:42;10.78
Objeto 70;146.14;72.41;201.81;7:02:07;28.68;85;0:00:11;0.04;155;76.81;912;451.92;481;238.35;237;117.44;0:00:00;0.0
Objeto 71;120.91;67.89;178.08;9:55:19;17.95;87;0:00:15;0.04;230;129.15;710;398.69;498;279.65;37;20.78;0:06:11;1.04
Objeto 72;46.5;22.62;205.54;14:18:18;14.37;85;0:00:00;0.0;39;18.97;385;187.32;979;476.32;2;0.97;0:29:20;3.42
Objeto 73;130.8;108.2;120.89;7:44:07;15.63;75;0:00:00;0.0;223;184.47;701;579.89;296;244.86;161;133.18;0:17:47;3.83
Objeto 74;90.35;51.74;174.63;0:16:12;646.76;82;0:00:03;0.31;154;88.19;575;329.28;292;167.22;1;0.57;0:00:00;0.0
Objeto 75;32.69;12.32;265.46;13:49:17;19.21;83;0:00:14;0.03;9;3.39;305;114.9;927;349.21;2;0.75;0:06:39;0.8
Objeto 76;128.32;93.31;137.52;11:01:46;12.47;89;0:00:09;0.02;174;126.53;907;659.54;398;289.41;27;19.63;1:27:17;13.19
Objeto 77;167.17;88.27;189.38;9:28:08;20.0;87;0:00:42;0.12;302;159.46;929;490.54;540;285.13;131;69.17;0:10:45;1.89
Objeto 78;237.12;111.11;213.42;8:39:29;24.65;82;0:00:04;0.01;376;176.18;1378;645.69;967;453.11;240;112.46;0:12:36;2.43
Objeto 79;77.41;41.41;186.95;12:35:49;14.84;84;0:00:42;0.09;114;60.98;534;285.64;346;185.08;6;3.21;0:56:20;7.45
Objeto 80;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 81;167.02;160.97;103.76;6:24:08;16.21;91;0:00:16;0.07;287;276.6;683;658.24;452;435.62;411;396.1;0:00:00;0.0
Objeto 82;12.4;6.5;190.7;12:09:05;15.69;68;0:00:00;0.0;0;0.0;124;65.02;501;262.72;0;0.0;0:00:00;0.0
Objeto 83;71.87;38.18;188.21;11:34:12;16.27;105;0:02:28;0.36;58;30.82;562;298.6;1214;645.03;19;10.1;0:00:00;0.0
Objeto 84;268.32;105.47;254.4;3:12:22;79.35;90;0:00:32;0.28;570;224.06;1434;563.69;970;381.3;65;25.55;0:00:00;0.0
Objeto 85;133.01;108.83;122.21;7:22:09;16.58;98;0:04:05;0.92;297;243.02;609;498.31;538;440.22;90;73.64;1:16:36;17.32
Total;13154.37;82.89;15869.87;887:07:14;17.89;134;1:02:40;0.12;21848;137.67;71912;453.14;57594;362.91;15263;96.18;60:18:37;6.8
