Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 24;397.66;127.6;311.66;19:50:54;15.7;92;0:02:10;0.18;644;206.64;1927;618.3;998;320.22;744;238.72;2:03:10;10.34
Objeto 25;108.04;68.13;158.57;3:10:33;49.93;87;0:00:08;0.07;193;121.71;633;399.19;383;241.53;61;38.47;0:06:23;3.35
Objeto 26;531.17;209.74;253.26;16:08:25;15.69;84;0:00:05;0.01;1073;423.68;2207;871.45;1578;623.09;958;378.27;0:53:42;5.55
Objeto 27;297.72;161.61;184.22;11:28:15;16.06;90;0:00:21;0.05;653;354.47;1588;862.02;1731;939.64;80;43.43;0:15:29;2.25
Objeto 28;68.3;35.08;194.68;7:49:53;24.86;76;0:00:00;0.0;66;33.9;530;272.25;271;139.2;21;10.79;0:00:00;0.0
Objeto 29;148.02;75.6;195.79;9:24:21;20.82;81;0:00:01;0.0;231;117.98;962;491.34;584;298.27;56;28.6;0:16:00;2.84
Objeto 30;40.2;19.09;210.61;11:05:30;18.99;92;0:00:55;0.14;28;13.29;330;156.69;740;351.36;0;0.0;0:52:07;7.83
Objeto 31;324.21;158.21;204.92;14:58:19;13.69;105;0:03:44;0.42;575;280.59;1389;677.82;1022;498.73;672;327.93;5:21:50;35.83
Objeto 32;0.0;0.0;0.06;0:01:51;2.08;6;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 33;157.3;76.32;206.11;11:52:27;17.36;77;0:00:00;0.0;289;140.21;939;455.58;480;232.88;56;27.17;0:51:51;7.28
Objeto 34;372.76;113.88;327.33;17:54:03;18.29;109;0:01:09;0.11;712;217.52;1778;543.18;1038;317.11;515;157.33;0:29:52;2.78
Objeto 35;0.0;0.0;0.04;0:04:15;0.51;5;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 36;303.68;102.74;295.58;8:26:30;35.01;89;0:01:12;0.24;562;190.14;1447;489.55;932;315.32;448;151.57;0:00:00;0.0
Objeto 37;160.7;65.38;245.78;12:36:04;19.5;75;0:00:00;0.0;261;106.19;923;375.54;630;256.33;162;65.91;0:15:15;2.02
Objeto 38;96.89;31.33;309.24;16:49:11;18.39;92;0:05:51;0.58;115;37.19;683;220.86;1381;446.58;0;0.0;0:14:23;1.43
Objeto 39;16.7;12.53;133.28;2:28:34;53.82;72;0:00:00;0.0;19;14.26;113;84.79;64;48.02;16;12.01;0:00:00;0.0
Objeto 40;183.3;88.66;206.75;8:51:30;23.34;81;0:00:00;0.0;279;134.95;1088;526.24;604;292.14;187;90.45;0:06:01;1.13
Objeto 41;20.4;12.52;163.0;11:24:28;14.29;77;0:00:00;0.0;2;1.23;199;122.08;592;363.18;1;0.61;0:10:15;1.5
Objeto 42;179.97;70.09;256.77;13:07:51;19.55;100;0:02:11;0.28;368;143.32;989;385.17;598;232.89;56;21.81;0:36:25;4.62
Objeto 43;225.2;129.07;174.48;10:49:33;16.12;72;0:00:00;0.0;425;243.59;1028;589.19;537;307.78;374;214.35;0:16:34;2.55
Objeto 44;17.7;207.04;8.55;0:42:53;11.96;49;0:00:00;0.0;22;257.34;107;1251.61;72;842.2;26;304.13;0:00:00;0.0
Objeto 45;9.2;89.14;10.32;0:30:08;20.55;62;0:00:00;0.0;15;145.33;61;591.03;30;290.67;1;9.69;0:00:00;0.0
Objeto 46;59.6;72.54;82.17;4:34:25;17.97;79;0:00:00;0.0;43;52.33;244;296.96;155;188.64;266;323.73;0:00:00;0.0
Objeto 47;249.9;118.35;211.16;11:08:48;18.94;80;0:00:00;0.0;491;232.53;1202;569.24;740;350.45;315;149.18;0:25:26;3.8
Objeto 48;177.02;83.47;212.07;12:32:51;16.9;87;0:00:23;0.05;335;157.96;944;445.13;534;251.8;153;72.14;0:22:44;3.02
Objeto 49;28.1;11.88;236.57;12:30:37;18.91;79;0:00:00;0.0;9;3.8;263;111.17;891;376.64;0;0.0;0:00:00;0.0
Objeto 50;115.74;103.4;111.94;4:40:55;23.91;104;0:03:52;1.38;245;218.87;524;468.1;415;370.73;106;94.69;0:06:23;2.27
Objeto 51;292.41;141.59;206.51;11:26:49;18.04;87;0:00:24;0.06;544;263.42;1427;691.0;752;364.14;405;196.11;0:25:13;3.67
Objeto 52;369.93;104.91;352.63;18:36:02;18.96;100;0:02:13;0.2;679;192.55;1711;485.21;1145;324.7;612;173.55;0:55:31;4.97
Objeto 53;176.27;55.28;318.86;14:20:25;22.24;101;0:27:05;3.15;173;54.26;1019;319.57;365;114.47;170;53.31;6:50:02;47.66
Objeto 54;27.0;26.29;102.72;5:45:16;17.85;80;0:00:00;0.0;26;25.31;217;211.26;516;502.35;1;0.97;0:00:00;0.0
Objeto 55;149.5;74.54;200.55;14:42:17;13.64;79;0:00:00;0.0;191;95.24;991;494.13;450;224.38;122;60.83;0:56:10;6.37
Objeto 56;91.51;26.07;351.04;18:34:35;18.9;88;0:01:36;0.14;92;26.21;717;204.25;1546;440.41;0;0.0;0:55:52;5.01
Objeto 57;30.27;17.3;174.98;12:12:04;14.34;102;0:00:34;0.08;13;7.43;268;153.16;716;409.2;4;2.29;0:06:50;0.93
Objeto 58;326.85;89.35;365.81;18:50:02;19.42;111;0:08:09;0.72;598;163.47;1685;460.62;1295;354.01;321;87.75;0:50:51;4.5
Objeto 59;166.61;70.39;236.71;13:59:21;16.92;84;0:00:32;0.06;316;133.5;995;420.34;719;303.75;34;14.36;1:10:00;8.34
Objeto 60;210.61;103.81;202.88;13:50:54;14.65;90;0:00:35;0.07;283;139.49;1168;575.72;688;339.12;367;180.9;2:06:40;15.24
Objeto 61;14.04;58.11;24.16;0:55:21;26.19;85;0:00:11;0.33;20;82.79;91;376.69;34;140.74;7;28.98;0:00:00;0.0
Objeto 62;41.57;19.85;209.39;12:10:21;17.2;87;0:00:05;0.01;20;9.55;373;178.14;900;429.82;2;0.96;0:20:20;2.78
Objeto 63;364.78;180.9;201.65;14:51:53;13.57;84;0:00:13;0.02;616;305.49;1614;800.42;878;435.42;800;396.74;2:54:04;19.52
Objeto 64;99.6;54.43;183.0;11:57:39;15.3;77;0:00:00;0.0;139;75.96;680;371.59;398;217.49;38;20.77;1:00:10;8.38
Objeto 65;7.63;56.59;13.49;1:51:06;7.29;84;0:00:02;0.03;15;111.19;44;326.17;18;133.43;2;14.83;0:59:24;53.47
Objeto 66;506.15;175.73;288.02;17:28:37;16.48;90;0:00:59;0.09;1032;358.3;2688;933.26;2130;739.52;301;104.51;0:47:08;4.49
Objeto 67;265.52;102.19;259.82;15:43:31;16.52;87;0:00:56;0.1;423;162.81;1538;591.95;1041;400.67;263;101.22;1:56:22;12.33
Objeto 68;40.43;20.63;195.96;14:35:37;13.43;93;0:00:53;0.1;15;7.65;365;186.27;939;479.19;1;0.51;1:31:03;10.4
Objeto 69;112.9;63.7;177.23;5:07:29;34.58;72;0:00:00;0.0;137;77.3;742;418.66;366;206.51;113;63.76;0:00:00;0.0
Objeto 70;155.04;72.38;214.19;12:06:01;17.7;88;0:00:46;0.11;292;136.33;876;408.98;643;300.2;84;39.22;1:03:25;8.73
Objeto 71;29.8;14.28;208.66;12:53:35;16.18;75;0:00:00;0.0;16;7.67;262;125.56;825;395.38;4;1.92;0:42:23;5.48
Objeto 72;124.2;103.42;120.09;7:46:02;15.46;72;0:00:00;0.0;210;174.87;693;577.06;324;269.8;129;107.42;0:27:28;5.89
Objeto 73;103.5;54.96;188.33;1:22:26;137.07;85;0:00:29;0.59;170;90.27;602;319.66;344;182.66;5;2.65;0:00:00;0.0
Objeto 74;65.88;23.82;276.54;12:04:07;22.91;104;0:03:04;0.42;42;15.19;538;194.55;1252;452.74;4;1.45;0:06:20;0.87
Objeto 75;179.07;105.88;169.12;14:44:02;11.48;84;0:00:05;0.01;255;150.78;1246;736.75;653;386.11;34;20.1;4:20:34;29.47
Objeto 76;179.67;90.03;199.58;9:25:53;21.16;91;0:00:54;0.16;334;167.35;975;488.53;597;299.13;145;72.65;0:07:26;1.31
Objeto 77;206.01;89.26;230.8;10:58:29;21.03;84;0:00:13;0.03;296;128.25;1236;535.52;774;335.35;230;99.65;0:06:05;0.92
Objeto 78;73.89;39.71;186.08;11:58:15;15.54;90;0:00:27;0.06;110;59.11;510;274.07;342;183.79;5;2.69;0:17:15;2.4
Objeto 79;43.0;16.48;260.95;15:30:01;16.83;77;0:00:00;0.0;7;2.68;416;159.42;1064;407.75;0;0.0;0:22:37;2.43
Objeto 80;348.24;181.6;191.76;11:53:22;16.13;89;0:00:39;0.09;639;333.23;1328;692.53;913;476.12;871;454.21;0:42:27;5.95
Objeto 81;12.5;7.31;171.09;10:34:22;16.18;65;0:00:00;0.0;1;0.58;123;71.89;511;298.68;0;0.0;0:00:00;0.0
Objeto 82;73.9;36.7;201.36;11:51:51;16.97;92;0:01:48;0.25;57;28.31;593;294.49;1335;662.99;17;8.44;0:15:48;2.22
Objeto 83;367.4;97.71;376.01;5:39:17;66.49;88;0:06:42;1.97;589;156.65;1923;511.43;1048;278.72;132;35.11;0:00:00;0.0
Objeto 84;371.04;114.12;325.12;17:31:45;18.55;100;0:03:13;0.31;800;246.06;1867;574.24;1525;469.05;213;65.51;1:12:32;6.9
Total;15258.85;93.19;16374.04;868:18:58;18.86;111;6:04:41;0.7;26340;160.86;77256;471.82;63667;388.83;18838;115.05;69:00:09;7.95
