Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 28;46.44;22.35;207.79;11:20:51;18.31;87;0:00:44;0.11;45;21.66;366;176.14;766;368.65;2;0.96;0:13:51;2.03
Objeto 29;471.35;183.38;257.04;20:00:12;12.85;98;0:02:06;0.17;759;295.29;2222;864.47;1402;545.45;956;371.93;5:38:37;28.21
Objeto 30;0.0;0.0;0.02;0:00:11;5.89;4;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 31;146.71;73.26;200.28;11:58:13;16.73;81;0:00:01;0.0;258;128.82;908;453.37;456;227.68;43;21.47;0:33:24;4.65
Objeto 32;125.48;126.64;99.08;5:25:25;18.27;103;0:02:24;0.74;256;258.37;556;561.15;364;367.37;166;167.54;0:15:47;4.85
Objeto 33;169.78;92.57;183.41;5:23:11;34.05;92;0:01:19;0.41;312;170.11;860;468.89;541;294.97;195;106.32;0:00:00;0.0
Objeto 34;159.6;64.04;249.22;13:21:21;18.66;78;0:00:00;0.0;255;102.32;937;375.98;645;258.81;149;59.79;0:43:36;5.44
Objeto 35;111.98;13.41;834.88;10:30:46;79.42;86;0:00:06;0.02;131;15.69;689;82.53;415;49.71;168;20.12;1:22:37;13.1
Objeto 36;154.52;83.84;184.29;9:40:40;19.04;92;0:00:30;0.09;235;127.51;930;504.63;465;252.31;141;76.51;0:00:00;0.0
Objeto 37;0.1;3.72;2.69;0:35:39;4.53;42;0:00:00;0.0;0;0.0;1;37.17;9;334.57;0;0.0;0:00:00;0.0
Objeto 38;232.58;75.85;306.65;16:32:37;18.54;92;0:01:09;0.12;476;155.23;1250;407.63;780;254.36;111;36.2;1:14:06;7.47
Objeto 39;234.5;135.02;173.68;9:55:34;17.5;67;0:00:00;0.0;453;260.83;1013;583.26;573;329.92;426;245.28;0:21:21;3.58
Objeto 40;197.19;75.63;260.72;15:24:10;16.93;91;0:02:01;0.22;229;87.83;1162;445.68;715;274.24;333;127.72;0:12:43;1.38
Objeto 41;151.93;75.05;202.45;12:03:26;16.79;84;0:00:16;0.04;237;117.07;909;449.01;492;243.03;134;66.19;0:35:46;4.94
Objeto 42;116.09;71.38;162.63;9:44:54;16.68;107;0:01:04;0.18;148;91.01;637;391.7;514;316.06;219;134.66;0:37:44;6.45
Objeto 43;262.65;127.01;206.79;10:47:39;19.16;89;0:00:25;0.06;535;258.71;1145;553.69;731;353.49;408;197.3;0:31:27;4.86
Objeto 44;0.0;0.0;0.05;0:04:15;0.69;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 45;33.23;13.2;251.67;13:22:31;18.82;82;0:00:02;0.0;9;3.58;314;124.77;954;379.07;0;0.0;0:06:01;0.75
Objeto 46;284.85;94.1;302.72;15:52:59;19.06;104;0:06:45;0.71;508;167.81;1405;464.13;949;313.49;357;117.93;1:01:42;6.47
Objeto 47;137.4;99.21;138.49;7:31:06;18.42;79;0:00:00;0.0;269;194.24;726;524.23;361;260.67;110;79.43;0:10:46;2.39
Objeto 48;65.2;65.62;99.37;0:00:00;0.0;100;0:01:13;0.0;119;119.76;328;330.09;266;267.69;86;86.55;0:00:00;0.0
Objeto 49;222.0;105.29;210.85;11:20:38;18.59;87;0:00:33;0.08;424;201.09;1029;488.02;685;324.88;337;159.83;0:25:58;3.82
Objeto 50;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 51;28.5;15.15;188.08;10:37:12;17.71;80;0:00:00;0.0;8;4.25;268;142.49;870;462.56;1;0.53;0:18:23;2.89
Objeto 52;117.57;81.05;145.06;9:47:00;14.83;85;0:00:12;0.03;160;110.3;777;535.64;437;301.25;77;53.08;1:06:04;11.25
Objeto 53;71.63;30.11;237.92;11:11:58;21.24;93;0:02:13;0.33;92;38.67;512;215.2;983;413.17;0;0.0;0:28:12;4.2
Objeto 54;51.97;25.31;205.36;13:23:36;15.33;141;0:00:30;0.06;43;20.94;365;177.74;848;412.94;64;31.17;0:12:54;1.61
Objeto 55;333.05;90.7;367.2;19:53:32;18.46;128;0:08:45;0.73;618;168.3;1709;465.42;1394;379.63;308;83.88;1:08:45;5.76
Objeto 56;77.63;72.28;107.4;6:57:41;15.43;87;0:00:31;0.12;123;114.53;498;463.7;321;298.89;28;26.07;0:23:30;5.63
Objeto 57;181.03;115.12;157.25;11:25:44;13.76;83;0:00:02;0.0;229;145.63;988;628.29;609;387.28;364;231.48;0:31:12;4.55
Objeto 58;36.72;17.55;209.29;11:18:28;18.51;83;0:00:16;0.04;13;6.21;338;161.5;907;433.36;1;0.48;0:15:52;2.34
Objeto 59;459.24;178.82;256.81;15:40:57;16.38;86;0:00:10;0.02;829;322.8;1953;760.47;1149;447.41;980;381.6;1:24:50;9.02
Objeto 60;89.3;52.63;169.69;11:08:46;15.22;78;0:00:00;0.0;125;73.66;603;355.35;318;187.4;40;23.57;0:59:57;8.96
Objeto 61;85.97;46.33;185.56;12:40:57;14.63;95;0:00:12;0.03;125;67.36;584;314.73;240;129.34;24;12.93;1:35:34;12.56
Objeto 62;539.32;193.47;278.75;17:10:09;16.24;84;0:00:11;0.02;1012;363.04;2805;1006.26;1747;626.72;561;201.25;2:02:23;11.88
Objeto 63;278.25;107.67;258.43;16:50:15;15.35;96;0:02:35;0.26;488;188.83;1536;594.36;1124;434.94;249;96.35;2:23:59;14.25
Objeto 64;35.12;18.08;194.23;15:21:46;12.64;89;0:00:30;0.05;18;9.27;311;160.12;886;456.16;0;0.0;1:08:20;7.41
Objeto 65;147.82;77.85;189.89;9:56:01;19.12;99;0:01:34;0.26;270;142.19;850;447.62;602;317.02;73;38.44;0:20:10;3.38
Objeto 66;34.0;16.82;202.12;11:48:52;17.11;80;0:00:00;0.0;8;3.96;321;158.82;870;430.44;3;1.48;0:26:58;3.8
Objeto 67;137.6;114.16;120.53;7:22:56;16.33;76;0:00:00;0.0;223;185.01;747;619.74;336;278.76;183;151.82;0:25:47;5.82
Objeto 68;32.1;84.95;37.79;0:34:59;64.81;77;0:00:00;0.0;73;193.18;174;460.46;102;269.93;1;2.65;0:16:05;45.97
Objeto 69;29.5;12.04;245.0;12:49:19;19.11;80;0:00:00;0.0;6;2.45;283;115.51;858;350.2;0;0.0;0:14:32;1.89
Objeto 70;143.8;81.41;176.63;13:33:48;13.02;77;0:00:00;0.0;196;110.97;1033;584.85;480;271.76;13;7.36;1:53:45;13.98
Objeto 71;177.32;91.84;193.07;9:39:43;19.98;89;0:01:15;0.22;303;156.94;988;511.73;584;302.48;163;84.43;0:27:34;4.76
Objeto 72;171.57;85.4;200.9;8:51:44;22.67;87;0:00:05;0.02;247;122.94;1000;497.75;708;352.41;221;110.0;0:21:59;4.13
Objeto 73;76.4;38.17;200.16;14:41:14;13.63;78;0:00:00;0.0;98;48.96;560;279.77;331;165.36;8;4.0;0:57:33;6.53
Objeto 74;45.88;17.57;261.04;14:45:32;17.69;82;0:00:04;0.01;7;2.68;444;170.09;1094;419.1;0;0.0;0:21:45;2.46
Objeto 75;515.6;172.53;298.84;16:03:21;18.61;85;0:00:07;0.01;927;310.2;1994;667.24;1313;439.36;1307;437.35;0:12:37;1.31
Objeto 76;7.0;8.71;80.41;4:44:58;16.93;65;0:00:00;0.0;1;1.24;68;84.57;220;273.61;0;0.0;0:14:06;4.95
Objeto 77;43.3;40.27;107.52;6:25:29;16.73;91;0:01:12;0.31;28;26.04;355;330.18;785;730.12;12;11.16;0:13:55;3.61
Objeto 78;567.13;296.1;191.53;0:26:24;435.3;94;0:25:32;96.72;609;317.96;614;320.57;687;358.68;19;9.92;0:00:00;0.0
Objeto 79;422.2;124.04;340.37;17:35:53;19.34;92;0:02:30;0.24;888;260.89;2129;625.49;1735;509.74;289;84.91;0:38:40;3.66
Total;14413.28;95.13;15151.38;799:50:18;18.94;144;1:28:44;0.18;24270;160.18;72533;478.72;57893;382.1;18612;122.84;65:48:37;8.23
