Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 32;87.44;31.34;278.97;7:02:25;39.63;92;0:08:58;2.12;66;23.66;569;203.96;151;54.13;89;31.9;0:23:25;5.54
Objeto 33;0.3;6.72;4.47;0:22:46;11.77;45;0:00:00;0.0;0;0.0;3;67.17;11;246.31;0;0.0;0:00:00;0.0
Objeto 34;180.1;91.26;197.34;6:28:38;30.47;96;0:00:58;0.25;322;163.17;968;490.53;556;281.75;176;89.19;0:00:00;0.0
Objeto 35;157.31;76.68;205.15;10:21:43;19.8;105;0:04:05;0.66;274;133.56;932;454.31;663;323.18;59;28.76;0:49:58;8.04
Objeto 36;53.53;28.21;189.75;8:52:29;21.38;93;0:03:16;0.61;69;36.36;363;191.31;694;365.75;0;0.0;0:33:33;6.3
Objeto 37;224.13;18.18;1232.89;12:09:51;101.35;94;0:01:50;0.25;383;31.07;1199;97.25;904;73.32;261;21.17;0:10:23;1.42
Objeto 38;177.52;95.43;186.03;9:03:34;20.53;91;0:00:48;0.15;285;153.2;1019;547.77;580;311.78;178;95.68;0:22:12;4.08
Objeto 39;44.8;14.09;317.87;15:58:38;19.9;80;0:00:00;0.0;3;0.94;440;138.42;1114;350.46;2;0.63;0:21:57;2.29
Objeto 40;15.1;111.42;13.55;1:29:43;9.06;40;0:00:00;0.0;27;199.23;96;708.38;53;391.09;1;7.38;0:23:07;25.77
Objeto 41;389.91;164.75;236.67;11:45:59;20.11;88;0:00:57;0.13;732;309.3;1425;602.11;863;364.65;1002;423.38;0:54:33;7.73
Objeto 42;117.31;85.88;136.59;7:36:02;17.97;87;0:00:33;0.12;132;96.64;732;535.89;441;322.85;172;125.92;0:33:13;7.28
Objeto 43;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 44;136.12;73.11;186.19;9:47:00;19.03;93;0:00:52;0.15;149;80.03;748;401.75;467;250.83;308;165.43;0:16:50;2.87
Objeto 45;206.7;122.12;169.26;8:50:55;19.13;77;0:00:00;0.0;419;247.54;948;560.08;610;360.39;281;166.01;0:16:57;3.19
Objeto 46;188.86;82.48;228.98;12:12:25;18.76;90;0:00:28;0.06;378;165.08;944;412.27;560;244.57;184;80.36;0:46:47;6.39
Objeto 47;8.1;10.83;74.82;4:10:34;17.92;72;0:00:00;0.0;1;1.34;79;105.58;280;374.22;0;0.0;0:00:00;0.0
Objeto 48;158.35;79.63;198.87;10:29:01;18.97;94;0:00:51;0.14;251;126.22;949;477.2;535;269.02;124;62.35;0:37:25;5.95
Objeto 49;0.0;0.0;0.01;0:00:52;0.55;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 50;0.4;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;1;0.0;1;0.0;0;0.0;1;0.0;0:00:00;0.0
Objeto 51;345.79;117.19;295.07;16:03:20;18.38;102;0:02:07;0.22;683;231.47;1551;525.63;1057;358.22;521;176.57;0:41:43;4.33
Objeto 52;8.1;87.22;9.29;2:34:40;3.6;68;0:00:00;0.0;11;118.45;57;613.76;26;279.96;2;21.54;1:02:50;40.63
Objeto 53;42.28;21.05;200.89;10:43:12;18.74;87;0:00:42;0.11;35;17.42;346;172.23;901;448.5;1;0.5;0:00:00;0.0
Objeto 54;143.04;72.08;198.45;11:07:13;17.85;82;0:00:03;0.01;184;92.72;978;492.81;519;261.52;84;42.33;0:38:50;5.82
Objeto 55;52.42;24.99;209.81;11:04:49;18.94;93;0:01:16;0.19;42;20.02;428;203.99;907;432.29;1;0.48;0:54:22;8.18
Objeto 56;45.83;19.4;236.16;11:01:46;21.41;90;0:01:16;0.19;26;11.01;387;163.87;884;374.32;0;0.0;0:31:58;4.83
Objeto 57;38.34;72.37;52.97;7:27:43;7.1;88;0:00:24;0.09;52;98.17;259;488.94;151;285.06;16;30.2;2:42:58;36.4
Objeto 58;176.47;66.82;264.11;14:59:45;17.61;99;0:00:55;0.1;292;110.56;1138;430.88;815;308.58;35;13.25;1:16:20;8.48
Objeto 59;199.22;90.23;220.79;12:56:48;17.05;85;0:00:44;0.09;334;151.28;1062;481.01;680;307.99;256;115.95;0:47:21;6.1
Objeto 60;3.2;15.22;21.03;1:29:51;14.04;53;0:00:00;0.0;0;0.0;32;152.19;85;404.26;0;0.0;0:00:00;0.0
Objeto 61;365.7;176.14;207.62;9:39:47;21.49;77;0:00:00;0.0;664;319.81;1590;765.81;917;441.66;739;355.93;0:23:36;4.07
Objeto 62;112.8;59.34;190.08;10:25:35;18.23;79;0:00:00;0.0;165;86.81;724;380.9;417;219.39;74;38.93;0:33:40;5.38
Objeto 63;111.26;59.47;187.08;11:19:55;16.51;97;0:02:08;0.31;198;105.84;642;343.17;320;171.05;56;29.93;1:51:03;16.33
Objeto 64;371.1;116.25;319.24;17:40:28;18.06;87;0:00:50;0.08;618;193.59;2213;693.22;1412;442.31;255;79.88;2:10:34;12.31
Objeto 65;279.61;112.09;249.46;14:31:16;17.18;89;0:00:51;0.1;530;212.46;1578;632.58;1268;508.31;151;60.53;1:45:44;12.14
Objeto 66;34.8;13.93;249.81;13:22:02;18.69;83;0:00:07;0.01;16;6.4;315;126.09;836;334.65;0;0.0;0:43:47;5.46
Objeto 67;0.0;0.0;0.04;0:00:50;3.1;13;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 68;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 69;44.0;20.39;215.81;11:46:02;18.34;85;0:00:00;0.0;34;15.75;358;165.88;847;392.47;14;6.49;0:52:03;7.37
Objeto 70;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 71;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 72;124.0;35.03;354.03;7:08:31;49.57;112;1:37:16;22.7;16;4.52;174;49.15;665;187.84;1;0.28;0:00:00;0.0
Objeto 73;0.3;241.94;0.12;0:09:25;0.79;0;0:00:00;0.0;0;0.0;3;2419.35;0;0.0;0;0.0;0:09:18;98.76
Objeto 74;179.2;87.03;205.91;8:21:37;24.63;75;0:00:00;0.0;317;153.95;1003;487.11;574;278.76;155;75.28;0:00:00;0.0
Objeto 75;237.71;99.69;238.44;8:52:45;26.85;92;0:01:32;0.29;371;155.6;1205;505.38;939;393.82;413;173.21;0:00:00;0.0
Objeto 76;93.5;46.27;202.07;11:54:54;16.96;84;0:00:14;0.03;162;80.17;604;298.9;423;209.33;5;2.47;0:23:05;3.23
Objeto 77;54.04;19.93;271.13;14:08:16;19.18;84;0:00:10;0.02;13;4.79;513;189.21;1119;412.72;0;0.0;0:16:59;2.0
Objeto 78;378.42;192.07;197.02;10:00:31;19.69;89;0:00:52;0.14;778;394.88;1313;666.43;1070;543.09;908;460.86;0:19:51;3.31
Objeto 79;15.3;6.77;226.1;12:35:00;17.97;68;0:00:00;0.0;0;0.0;153;67.67;567;250.78;0;0.0;0:18:27;2.44
Objeto 80;0.0;0.0;0.25;0:13:04;1.15;12;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 81;163.1;95.4;170.97;3:24:53;50.07;77;0:00:00;0.0;348;203.55;898;525.24;541;316.43;37;21.64;0:00:00;0.0
Objeto 82;406.01;118.24;343.38;17:45:25;19.34;92;0:02:11;0.2;893;260.07;1979;576.34;1717;500.04;274;79.8;1:26:12;8.09
Total;11305.38;82.94;13630.43;646:33:50;21.08;112;2:56:21;0.45;19667;144.29;56286;412.94;48494;355.78;15640;114.74;54:27:13;8.42
