Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 71;26.93;11.08;243.04;10:22:19;23.43;89;0:00:07;0.02;6;2.47;255;104.92;886;364.55;1;0.41;0:00:00;0.0
Objeto 72;110.9;85.34;129.95;11:18:05;11.5;73;0:00:00;0.0;166;127.74;763;587.14;400;307.8;14;10.77;1:18:19;11.55
Objeto 73;159.1;77.27;205.89;13:19:24;15.45;78;0:00:00;0.0;259;125.79;979;475.49;488;237.02;94;45.66;0:28:37;3.58
Objeto 74;145.0;79.5;182.39;7:38:34;23.86;77;0:00:00;0.0;231;126.65;811;444.64;575;315.25;177;97.04;0:09:31;2.08
Objeto 75;85.2;42.51;200.42;14:41:42;13.64;77;0:00:00;0.0;118;58.88;607;302.86;375;187.11;9;4.49;0:41:12;4.67
Objeto 76;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 77;176.84;176.78;100.04;6:32:08;15.31;82;0:00:03;0.01;331;330.88;684;683.75;480;479.82;422;421.84;0:37:32;9.57
Objeto 78;20.1;10.08;199.43;12:31:22;15.93;69;0:00:00;0.0;0;0.0;201;100.79;645;323.42;0;0.0;0:15:03;2.0
Objeto 79;60.03;31.92;188.1;11:41:32;16.09;100;0:03:31;0.5;51;27.11;461;245.09;1048;557.16;8;4.25;0:35:08;5.01
Objeto 80;360.5;133.85;269.34;0:54:14;297.97;82;0:00:10;0.31;749;278.09;1890;701.73;1055;391.71;157;58.29;0:00:00;0.0
Objeto 81;394.73;121.99;323.57;17:06:47;18.91;96;0:02:58;0.29;802;247.86;2031;627.68;1716;530.33;286;88.39;1:11:40;6.98
Total;11113.52;82.56;13461.8;719:07:10;18.72;117;1:49:31;0.25;17828;132.43;58931;437.76;49430;367.19;13131;97.54;56:21:53;7.84
