Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 17;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 18;0.0;0.0;0.0;0:01:42;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 19;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 20;246.0;88.95;276.55;13:48:55;20.02;80;0:00:00;0.0;377;136.33;1552;561.21;1247;450.92;154;55.69;0:54:08;6.53
Objeto 21;192.49;75.85;253.79;12:34:26;20.18;92;0:03:10;0.42;239;94.17;835;329.01;642;252.97;585;230.51;0:35:42;4.73
Objeto 22;204.71;72.59;282.01;10:50:25;26.01;92;0:00:40;0.1;331;117.37;1240;439.71;693;245.74;138;48.93;0:11:23;1.75
Objeto 23;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 24;148.22;83.45;177.61;5:35:26;31.77;86;0:00:07;0.03;218;122.74;1038;584.41;656;369.34;6;3.38;0:00:00;0.0
Objeto 25;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 26;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 27;52.96;13.75;385.15;19:42:17;19.55;90;0:00:19;0.03;13;3.38;499;129.56;1378;357.78;2;0.52;0:36:45;3.11
Objeto 28;305.13;144.34;211.4;13:11:25;16.03;86;0:01:43;0.22;421;199.15;1647;779.08;987;466.88;548;259.22;2:19:44;17.66
Objeto 29;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 30;119.69;58.1;206.02;6:12:33;33.18;87;0:01:18;0.35;168;81.54;695;337.34;267;129.6;154;74.75;0:42:47;11.48
Objeto 31;2417.71;876.72;275.77;5:16:43;52.24;94;0:03:52;1.22;467;169.35;1323;479.75;841;304.97;367;133.08;0:00:00;0.0
Objeto 32;178.18;95.71;186.17;9:22:14;19.87;87;0:00:34;0.1;291;156.31;886;475.92;616;330.89;309;165.98;0:24:32;4.36
Objeto 33;386.59;21.63;1787.15;18:16:50;97.76;99;0:01:24;0.13;585;32.73;2126;118.96;1326;74.2;558;31.22;0:54:41;4.99
Objeto 34;0.1;666.67;0.02;0:02:00;0.45;0;0:00:00;0.0;0;0.0;1;6666.67;0;0.0;0;0.0;0:00:00;0.0
Objeto 35;50.4;13.64;369.58;18:18:53;20.18;77;0:00:00;0.0;4;1.08;496;134.21;1393;376.91;0;0.0;0:14:47;1.35
Objeto 36;0.0;0.0;0.02;0:00:20;2.88;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 37;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 38;1.2;4615.38;0.03;0:03:07;0.5;0;0:00:00;0.0;1;3846.15;10;38461.54;2;7692.31;0;0.0;0:00:00;0.0
Objeto 39;225.7;108.38;208.26;12:09:02;17.14;69;0:00:00;0.0;427;205.04;1288;618.47;1108;532.04;115;55.22;0:44:15;6.07
Objeto 40;232.0;116.36;199.38;9:47:45;20.35;77;0:00:00;0.0;450;225.7;1069;536.17;648;325.01;351;176.05;0:22:07;3.76
Objeto 41;192.51;77.82;247.38;12:18:57;20.09;88;0:00:22;0.05;394;159.27;1004;405.85;601;242.94;130;52.55;0:15:37;2.11
Objeto 42;11.74;11.99;97.94;5:13:19;18.75;83;0:00:10;0.05;2;2.04;112;114.36;338;345.12;0;0.0;0:00:00;0.0
Objeto 43;0.8;655.74;0.12;0:03:53;1.88;12;0:00:00;0.0;0;0.0;8;6557.38;2;1639.34;0;0.0;0:00:00;0.0
Objeto 44;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 45;43.0;33.24;129.35;0:00:00;0.0;88;0:00:16;0.0;57;44.07;280;216.46;155;119.83;36;27.83;0:00:00;0.0
Objeto 46;0.0;0.0;0.07;0:29:57;0.13;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:22:39;75.63
Objeto 47;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 48;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 49;75.56;24.28;311.24;15:11:55;20.48;103;0:01:41;0.18;63;20.24;613;196.96;1351;434.08;1;0.32;0:51:49;5.68
Objeto 50;33.52;19.79;169.38;8:56:05;18.96;144;0:00:09;0.03;22;12.99;257;151.73;654;386.11;32;18.89;0:00:00;0.0
Objeto 51;163.36;59.93;272.59;7:00:14;38.92;101;0:48:54;11.64;107;39.25;866;317.69;428;157.01;142;52.09;1:22:26;19.62
Objeto 52;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 53;0.0;0.0;0.0;0:50:16;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:29:45;59.18
Objeto 54;336.55;161.16;208.83;11:51:04;17.62;87;0:00:11;0.03;541;259.06;1452;695.3;814;389.79;830;397.45;0:43:45;6.15
Objeto 55;122.21;64.85;188.44;10:11:07;18.5;85;0:00:08;0.02;191;101.36;784;416.06;502;266.4;54;28.66;0:12:49;2.1
Objeto 56;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 57;173.31;58.05;298.55;17:20:38;17.21;81;0:00:01;0.0;269;90.1;1105;370.13;846;283.37;90;30.15;2:12:21;12.72
Objeto 58;483.98;193.76;249.78;15:52:16;15.74;90;0:00:48;0.08;494;197.77;1617;647.37;1190;476.42;328;131.32;5:40:48;35.79
Objeto 59;27.3;11.08;246.33;13:56:10;17.68;78;0:00:00;0.0;7;2.84;259;105.14;872;353.99;0;0.0;0:14:52;1.78
Objeto 60;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 61;28.51;13.74;207.52;11:52:11;17.48;90;0:00:01;0.0;14;6.75;253;121.92;848;408.64;4;1.93;0:36:15;5.09
Objeto 62;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 63;265.02;96.81;273.76;0:11:32;1424.17;83;0:00:22;3.18;184;67.21;710;259.35;410;149.77;53;19.36;0:00:00;0.0
Objeto 64;37.1;17.47;212.4;7:28:26;28.42;78;0:00:00;0.0;16;7.53;339;159.61;892;419.96;0;0.0;0:00:00;0.0
Objeto 65;0.3;0.0;0.0;0:02:29;0.0;0;0:00:00;0.0;0;0.0;3;0.0;1;0.0;0;0.0;0:00:00;0.0
Objeto 66;0.0;0.0;0.0;0:00:24;0.0;0;0:00:00;0.0;0;0.0;0;0.0;1;0.0;0;0.0;0:00:00;0.0
Objeto 67;244.26;105.81;230.85;8:25:49;27.38;92;0:00:37;0.12;381;165.04;1409;610.36;1046;453.11;262;113.49;0:00:00;0.0
Objeto 68;76.0;37.57;202.27;12:37:24;16.02;75;0:00:00;0.0;91;44.99;572;282.78;342;169.08;6;2.97;0:33:20;4.4
Objeto 69;34.2;12.19;280.48;15:17:59;18.33;75;0:00:00;0.0;0;0.0;341;121.58;1038;370.08;1;0.36;0:36:54;4.02
Objeto 70;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 71;3.4;6.84;49.69;3:07:52;15.87;56;0:00:00;0.0;0;0.0;34;68.42;143;287.78;0;0.0;0:00:00;0.0
Objeto 72;0.3;11.72;2.56;0:28:56;5.31;38;0:00:00;0.0;0;0.0;3;117.23;19;742.48;0;0.0;0:11:26;39.52
Objeto 73;390.97;176.61;221.38;1:13:05;181.75;88;0:00:18;0.41;912;411.97;1807;816.26;1472;664.93;259;117.0;0:00:00;0.0
Objeto 74;462.97;123.36;375.31;18:44:07;20.03;95;0:02:10;0.19;924;246.2;2452;653.32;2044;544.61;311;82.86;1:06:33;5.92
Total;9643.55;88.72;10869.96;451:12:06;24.09;144;1:44:08;0.38;11323;104.17;38464;353.86;36790;338.46;9328;85.81;46:21:05;10.27
