Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 19;376.8;182.65;206.3;7:41:44;26.81;91;0:00:33;0.12;886;429.48;1531;742.14;1266;613.68;457;221.53;0:21:19;4.62
Objeto 20;0.1;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;1;0.0;1;0.0;0;0.0;0:00:00;0.0
Objeto 21;3.5;111.36;3.14;0:28:39;6.58;37;0:00:00;0.0;7;222.72;21;668.15;17;540.88;0;0.0;0:06:32;22.8
Objeto 22;198.67;98.43;201.83;9:48:08;20.59;101;0:02:22;0.4;435;215.53;900;445.93;1150;569.79;196;97.11;0:34:44;5.91
Objeto 23;73.69;42.63;172.87;4:36:54;37.46;89;0:03:08;1.13;69;39.91;533;308.33;231;133.63;20;11.57;0:07:49;2.82
Objeto 24;480.14;228.5;210.13;11:35:57;18.12;85;0:00:29;0.07;839;399.28;2052;976.54;1349;641.98;1068;508.26;0:00:00;0.0
Objeto 25;283.32;147.51;192.07;9:38:33;19.92;83;0:00:07;0.02;655;341.01;1380;718.47;1433;746.07;142;73.93;0:08:44;1.51
Objeto 26;182.31;92.11;197.94;4:45:32;41.59;97;0:01:01;0.36;337;170.26;1106;558.77;788;398.11;6;3.03;0:11:31;4.03
Objeto 27;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 28;0.1;4.99;2.0;0:13:47;8.72;34;0:00:00;0.0;0;0.0;1;49.9;9;449.1;0;0.0;0:00:00;0.0
Objeto 29;34.57;19.2;180.0;9:29:49;18.95;82;0:00:05;0.01;10;5.56;324;180.0;873;484.99;1;0.56;0:16:53;2.96
Objeto 30;464.12;145.69;318.57;16:21:19;19.48;97;0:03:34;0.36;754;236.69;2207;692.79;1556;488.44;895;280.95;2:04:14;12.66
Objeto 31;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 32;101.51;51.42;197.41;5:06:30;38.65;97;0:13:08;4.28;107;54.2;587;297.34;156;79.02;101;51.16;0:23:34;7.69
Objeto 33;233.9;113.4;206.26;5:49:05;35.45;100;0:02:57;0.85;452;219.14;1115;540.58;695;336.95;276;133.81;0:00:00;0.0
Objeto 34;192.46;73.06;263.44;11:23:28;23.13;102;0:04:44;0.69;354;134.38;1086;412.25;848;321.9;89;33.78;0:27:29;4.02
Objeto 35;407.79;17.64;2311.17;23:09:00;99.83;91;0:00:57;0.07;638;27.61;2173;94.02;1349;58.37;621;26.87;2:34:24;11.12
Objeto 36;0.5;0.0;0.0;0:01:24;0.0;28;0:00:00;0.0;0;0.0;5;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 37;50.1;14.8;338.42;16:24:15;20.63;79;0:00:00;0.0;5;1.48;491;145.09;1229;363.16;0;0.0;0:07:05;0.72
Objeto 38;280.88;77.65;361.71;16:25:52;22.01;96;0:01:32;0.16;556;153.72;1495;413.32;860;237.76;189;52.25;0:27:47;2.82
Objeto 39;326.15;173.26;188.24;9:33:51;19.68;86;0:00:17;0.05;615;326.71;1201;638.01;752;399.49;828;439.86;0:15:07;2.63
Objeto 40;0.0;0.0;0.0;0:00:08;0.0;0;0:00:00;0.0;0;0.0;0;0.0;1;0.0;0;0.0;0:00:00;0.0
Objeto 41;102.1;0.0;0.0;0:00:00;0.0;92;0:00:35;0.0;139;0.0;522;0.0;513;0.0;221;0.0;0:00:00;0.0
Objeto 42;271.8;136.44;199.21;10:04:22;19.78;80;0:00:00;0.0;548;275.08;1219;611.91;756;379.49;403;202.3;0:21:30;3.56
Objeto 43;203.91;77.88;261.82;12:45:12;20.53;85;0:00:08;0.02;371;141.7;1104;421.67;628;239.86;192;73.33;0:38:55;5.09
Objeto 44;183.17;95.1;192.62;9:58:12;19.32;84;0:00:05;0.01;315;163.54;1022;530.58;655;340.05;179;92.93;0:36:03;6.03
Objeto 45;375.04;111.02;337.81;16:39:55;20.27;88;0:01:33;0.16;749;221.72;1789;529.59;927;274.42;448;132.62;1:00:17;6.03
Objeto 46;2.9;13.15;22.06;0:00:00;0.0;70;0:00:00;0.0;2;9.07;13;58.93;3;13.6;12;54.4;0:00:00;0.0
Objeto 47;311.03;111.09;279.99;13:56:37;20.08;100;0:02:18;0.27;599;213.94;1363;486.81;922;329.3;529;188.94;0:18:36;2.22
Objeto 48;31.2;15.78;197.76;10:07:23;19.54;75;0:00:00;0.0;7;3.54;298;150.69;857;433.36;0;0.0;0:17:13;2.83
Objeto 49;1.6;96.85;1.65;0:39:20;2.52;42;0:00:00;0.0;2;121.07;12;726.39;3;181.6;0;0.0;0:00:00;0.0
Objeto 50;72.15;24.34;296.47;14:35:51;20.31;84;0:00:18;0.03;53;17.88;613;206.77;1267;427.36;0;0.0;1:04:17;7.34
Objeto 51;38.79;22.17;174.94;9:35:10;18.25;108;0:00:12;0.03;30;17.15;281;160.63;695;397.28;45;25.72;0:06:15;1.09
Objeto 52;162.67;67.73;240.19;11:48:40;20.34;95;0:01:17;0.18;208;86.6;1144;476.3;858;357.22;56;23.32;0:51:44;7.3
Objeto 53;156.91;59.68;262.91;15:09:13;17.35;83;0:00:08;0.01;236;89.76;1047;398.23;722;274.62;49;18.64;0:58:59;6.49
Objeto 54;256.38;119.87;213.87;10:59:15;19.47;99;0:01:45;0.27;414;193.57;1265;591.48;918;429.23;457;213.68;0:10:58;1.66
Objeto 55;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 56;359.12;197.05;182.25;10:26:57;17.44;88;0:00:29;0.08;683;374.76;1364;748.43;937;514.13;857;470.24;1:26:10;13.74
Objeto 57;122.82;62.72;195.83;9:20:49;20.95;88;0:00:57;0.17;192;98.05;776;396.27;507;258.9;58;29.62;0:20:57;3.74
Objeto 58;92.95;52.3;177.72;11:18:17;15.72;93;0:01:23;0.2;147;82.71;597;335.92;266;149.67;27;15.19;2:12:16;19.5
Objeto 59;452.7;151.59;298.63;17:34:50;16.99;98;0:02:24;0.23;799;267.55;2569;860.25;1544;517.02;340;113.85;2:36:44;14.86
Objeto 60;271.81;103.1;263.65;15:29:19;17.02;90;0:00:37;0.07;506;191.92;1540;584.11;1258;477.15;161;61.07;1:50:26;11.88
Objeto 61;23.8;14.88;159.94;9:25:52;16.96;78;0:00:00;0.0;9;5.63;220;137.55;588;367.64;0;0.0;0:14:58;2.64
Objeto 62;3.9;121.72;3.2;0:21:48;8.82;44;0:00:00;0.0;10;312.11;18;561.8;7;218.48;1;31.21;0:00:00;0.0
Objeto 63;38.8;18.62;208.34;11:40:42;17.84;85;0:00:00;0.0;21;10.08;338;162.23;917;440.14;8;3.84;0:30:32;4.36
Objeto 64;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 65;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 66;55.68;29.2;190.71;4:59:10;38.25;105;0:04:38;1.55;49;25.69;372;195.06;802;420.53;1;0.52;0:00:00;0.0
Objeto 67;0.0;0.0;0.0;0:04:09;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 68;176.07;86.66;203.18;10:13:00;19.89;92;0:01:10;0.19;335;164.88;924;454.77;590;290.38;157;77.27;0:29:51;4.87
Objeto 69;155.9;83.12;187.56;7:17:14;25.74;78;0:00:00;0.0;240;127.96;880;469.17;711;379.07;199;106.1;0:00:00;0.0
Objeto 70;83.7;41.87;199.88;12:21:55;16.16;74;0:00:00;0.0;110;55.03;609;304.68;398;199.12;8;4.0;0:33:06;4.46
Objeto 71;44.4;19.81;224.08;11:35:25;19.33;75;0:00:00;0.0;7;3.12;429;191.45;895;399.42;1;0.45;0:13:33;1.95
Objeto 72;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 73;8.0;8.18;97.74;5:38:41;17.32;62;0:00:00;0.0;2;2.05;76;77.76;275;281.36;0;0.0;0:00:00;0.0
Objeto 74;0.1;38.17;0.26;0:06:15;2.52;21;0:00:00;0.0;0;0.0;0;0.0;0;0.0;1;381.68;0:00:00;0.0
Objeto 75;159.48;148.7;107.25;2:29:07;43.15;84;0:00:13;0.15;387;360.85;804;749.67;658;613.54;6;5.59;0:00:00;0.0
Objeto 76;42.28;85.28;49.58;2:45:59;17.92;107;0:01:25;0.85;99;199.7;203;409.48;190;383.26;10;20.17;0:14:38;8.82
Total;11183.88;83.08;13461.2;563:19:55;23.9;108;1:07:30;0.2;19952;148.22;55090;409.25;48564;360.77;16079;119.45;38:27:54;6.83
