Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 40;19.5;12.78;152.53;11:07:02;13.72;74.0;0:00:00;0.0;4.0;2.62;185.0;121.29;556.0;364.53;2.0;1.31;0:12:18;1.84
Objeto 41;145.78;66.47;219.32;12:45:04;17.2;91.0;0:01:38;0.21;284.0;129.49;814.0;371.15;487.0;222.05;59.0;26.9;0:50:32;6.61
Objeto 42;0.0;0.0;0.0;0:00:00;0.0;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 43;195.88;80.63;242.93;15:41:38;15.48;95.0;0:01:23;0.15;249.0;102.5;1124.0;462.68;746.0;307.08;324.0;133.37;1:12:47;7.73
Objeto 44;;;5.05;;;;;;;;;;;;;;;
Objeto 45;123.61;62.12;198.99;11:40:49;17.04;81.0;0:00:08;0.02;176.0;88.45;790.0;397.01;403.0;202.52;93.0;46.74;1:09:01;9.85
Objeto 46;165.31;66.65;248.03;14:05:33;17.6;90.0;0:00:44;0.09;120.0;48.38;1093.0;440.67;622.0;250.78;314.0;126.6;0:40:38;4.81
Objeto 47;244.72;110.4;221.66;11:17:23;19.63;84.0;0:00:16;0.04;481.0;217.0;1142.0;515.21;709.0;319.86;341.0;153.84;0:46:28;6.86
Objeto 48;197.94;89.28;221.7;13:02:44;16.99;90.0;0:00:24;0.05;384.0;173.2;1057.0;476.76;602.0;271.53;151.0;68.11;0:43:04;5.5
Objeto 49;0.1;3.64;2.75;0:27:16;6.05;34.0;0:00:00;0.0;0.0;0.0;1.0;36.36;3.0;109.09;0.0;0.0;0:06:18;23.11
Objeto 50;277.26;90.92;304.95;16:07:33;18.91;98.0;0:03:45;0.39;470.0;154.13;1515.0;496.81;929.0;304.65;279.0;91.49;0:43:34;4.5
Objeto 51;220.12;115.94;189.86;11:02:28;17.2;82.0;0:00:01;0.0;408.0;214.9;1151.0;606.25;566.0;298.12;234.0;123.25;0:30:21;4.58
Objeto 52;161.8;82.31;196.58;0:00:00;0.0;86.0;0:00:36;0.0;289.0;147.01;914.0;464.95;776.0;394.75;126.0;64.1;0:00:00;0.0
Objeto 53;0.0;0.0;0.0;0:00:00;0.0;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 54;7.1;61.79;11.49;5:47:19;1.99;64.0;0:00:00;0.0;12.0;104.43;44.0;382.91;20.0;174.05;3.0;26.11;3:28:08;59.93
Objeto 55;34.41;17.28;199.09;12:53:34;15.44;85.0;0:00:15;0.03;16.0;8.04;308.0;154.7;888.0;446.03;2.0;1.0;0:39:17;5.08
Objeto 56;162.5;79.72;203.85;15:14:21;13.38;78.0;0:00:00;0.0;229.0;112.34;1053.0;516.56;528.0;259.01;114.0;55.92;0:50:16;5.5
Objeto 57;93.73;28.23;331.98;17:47:13;18.66;88.0;0:01:35;0.15;94.0;28.31;736.0;221.7;1591.0;479.24;0.0;0.0;0:00:00;0.0
Objeto 58;34.42;18.83;182.77;11:40:54;15.65;134.0;0:00:21;0.05;28.0;15.32;267.0;146.08;606.0;331.56;18.0;9.85;0:13:19;1.9
Objeto 59;340.39;81.3;418.67;21:00:18;19.93;109.0;0:06:55;0.55;621.0;148.33;1781.0;425.39;1347.0;321.73;321.0;76.67;1:15:30;5.99
Objeto 60;128.76;63.22;203.68;14:57:16;13.62;90.0;0:01:12;0.13;191.0;93.77;849.0;416.83;558.0;273.96;45.0;22.09;3:01:05;20.18
Objeto 61;249.56;79.49;313.96;15:48:26;19.86;99.0;0:02:57;0.31;470.0;149.7;1318.0;419.8;872.0;277.74;207.0;65.93;1:12:53;7.68
Objeto 62;8.8;41.92;20.99;1:51:01;11.35;73.0;0:00:00;0.0;15.0;71.45;56.0;266.74;18.0;85.74;2.0;9.53;0:37:20;33.63
Objeto 63;50.25;18.19;276.25;7:59:40;34.56;84.0;0:00:17;0.06;23.0;8.33;452.0;163.62;1113.0;402.89;1.0;0.36;0:18:01;3.76
Objeto 64;0.0;0.0;0.08;0:00:19;15.54;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 65;103.13;56.52;182.47;12:03:52;15.12;83.0;0:00:02;0.0;139.0;76.18;650.0;356.23;340.0;186.34;103.0;56.45;0:56:19;7.78
Objeto 66;0.1;0.0;0.0;0:00:00;0.0;0.0;0:00:00;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 67;137.53;62.21;221.09;14:46:33;14.96;86.0;0:00:32;0.06;249.0;112.62;844.0;381.74;551.0;249.22;29.0;13.12;1:19:24;8.96
Objeto 68;241.68;92.89;260.17;18:07:07;14.36;90.0;0:00:56;0.09;413.0;158.74;1389.0;533.88;1027.0;394.74;194.0;74.57;3:36:05;19.88
Objeto 69;36.04;18.67;193.1;14:40:58;13.15;94.0;0:01:10;0.13;15.0;7.77;319.0;165.2;900.0;466.08;1.0;0.52;1:42:20;11.62
Objeto 70;110.07;54.44;202.21;7:39:38;26.4;87.0;0:00:24;0.09;124.0;61.32;731.0;361.51;386.0;190.89;117.0;57.86;0:00:00;0.0
Objeto 71;143.14;64.58;221.65;13:15:27;16.72;87.0;0:00:17;0.04;250.0;112.79;863.0;389.35;577.0;260.32;66.0;29.78;0:37:42;4.74
Objeto 72;51.55;19.32;266.79;16:17:16;16.38;101.0;0:00:18;0.03;28.0;10.5;443.0;166.05;1155.0;432.92;14.0;5.25;0:22:32;2.31
Objeto 73;116.7;96.32;121.15;8:24:06;14.42;78.0;0:00:00;0.0;185.0;152.7;641.0;529.08;277.0;228.64;156.0;128.76;1:04:03;12.71
Objeto 74;100.2;53.15;188.54;0:24:33;460.78;80.0;0:00:00;0.0;169.0;89.64;644.0;341.58;344.0;182.46;20.0;10.61;0:00:00;0.0
Objeto 75;35.05;16.04;218.49;10:23:31;21.02;87.0;0:00:18;0.05;13.0;5.95;321.0;146.92;810.0;370.73;1.0;0.46;0:24:56;4.0
Objeto 76;146.7;85.61;171.37;13:32:53;12.65;79.0;0:00:00;0.0;173.0;100.95;1094.0;638.4;547.0;319.2;27.0;15.76;1:50:24;13.58
Objeto 77;170.15;86.11;197.6;9:59:34;19.77;96.0;0:02:32;0.42;312.0;157.89;903.0;456.98;527.0;266.7;146.0;73.89;0:46:41;7.79
Objeto 78;266.79;116.86;228.29;9:33:43;23.88;90.0;0:00:52;0.15;509.0;222.96;1469.0;643.47;1149.0;503.3;169.0;74.03;0:35:18;6.15
Objeto 79;10.9;94.92;11.48;3:02:06;3.78;45.0;0:00:00;0.0;17.0;148.04;74.0;644.43;33.0;287.38;1.0;8.71;0:17:41;9.71
Objeto 80;0.0;0.0;0.0;0:00:00;0.0;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 81;299.51;176.06;170.12;9:28:06;17.97;87.0;0:00:58;0.17;568.0;333.89;1086.0;638.38;821.0;482.61;765.0;449.69;0:27:34;4.85
Objeto 82;18.4;9.06;203.14;12:15:18;16.58;71.0;0:00:00;0.0;4.0;1.97;176.0;86.64;613.0;301.77;0.0;0.0;0:00:00;0.0
Objeto 83;68.6;34.07;201.33;11:41:09;17.23;103.0;0:02:09;0.31;41.0;20.37;571.0;283.62;1307.0;649.2;15.0;7.45;0:40:52;5.83
Objeto 84;421.71;185.89;226.87;5:53:20;38.52;89.0;0:00:38;0.18;1035.0;456.21;1425.0;628.12;1743.0;768.29;705.0;310.75;0:06:37;1.87
Objeto 85;1.8;174.59;1.03;0:15:53;3.89;25.0;0:00:00;0.0;2.0;193.99;12.0;1163.92;5.0;484.97;2.0;193.99;0:06:35;41.45
Total;12801.49;87.4;14646.44;809:18:52;18.1;134.0;0:56:54;0.12;22328.0;152.45;66657.0;455.11;57904.0;395.35;16138.0;110.18;61:41:20;7.62
