Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 70;248.44;108.75;228.44;0:04:27;3080.13;86;0:00:35;13.11;184;80.55;636;278.41;372;162.84;15;6.57;0:00:00;0.0
Objeto 71;35.22;16.73;210.54;10:42:13;19.67;92;0:00:58;0.15;13;6.17;315;149.61;853;405.14;1;0.47;0:09:28;1.47
Objeto 72;157.8;91.75;171.98;13:32:16;12.7;77;0:00:00;0.0;190;110.48;1161;675.07;563;327.36;37;21.51;2:13:32;16.44
Objeto 73;131.81;74.69;176.48;8:56:33;19.74;95;0:00:37;0.11;234;132.59;762;431.77;440;249.32;80;45.33;0:06:12;1.16
Objeto 74;178.39;86.95;205.17;9:35:04;21.41;90;0:01:14;0.21;307;149.63;980;477.66;804;391.88;158;77.01;0:10:48;1.88
Objeto 75;96.34;44.25;217.69;14:21:06;15.17;85;0:00:17;0.03;141;64.77;671;308.24;430;197.53;8;3.67;0:07:37;0.88
Objeto 76;45.6;17.4;262.05;15:15:27;17.18;81;0:00:00;0.0;2;0.76;451;172.11;1146;437.32;1;0.38;0:28:15;3.09
Objeto 77;513.75;171.58;299.42;14:59:42;19.97;84;0:00:23;0.04;881;294.24;2023;675.64;1315;439.19;1348;450.21;0:13:22;1.49
Objeto 78;17.0;9.98;170.38;10:41:39;15.93;72;0:00:00;0.0;4;2.35;162;95.08;561;329.26;0;0.0;0:00:00;0.0
Objeto 79;60.82;34.04;178.68;10:08:02;17.63;96;0:03:09;0.52;44;24.63;479;268.08;1052;588.77;15;8.39;0:33:40;5.54
Objeto 80;354.06;154.87;228.61;5:12:29;43.9;87;0:00:49;0.26;817;357.37;1788;782.11;1332;582.64;45;19.68;0:06:10;1.97
Objeto 81;404.62;129.39;312.72;16:58:45;18.42;92;0:01:22;0.13;849;271.49;2127;680.16;1684;538.5;208;66.51;1:08:40;6.74
Total;15356.92;96.76;15870.33;838:26:29;18.93;146;1:15:48;0.15;26120;164.58;76827;484.09;64249;404.84;21966;138.41;65:02:42;7.76
