Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 21;142.3;72.72;195.68;12:21:43;15.83;72;0:00:00;0.0;209;106.81;900;459.94;490;250.41;105;53.66;1:13:14;9.87
Objeto 22;4.0;191.94;2.08;0:34:32;3.62;52;0:00:00;0.0;7;335.89;26;1247.6;15;719.77;0;0.0;0:07:23;21.38
Objeto 23;324.92;106.07;306.32;18:00:03;17.02;89;0:01:34;0.15;526;171.72;1478;482.51;1361;444.31;706;230.48;1:07:47;6.28
Objeto 24;5.1;75.77;6.73;0:45:58;8.79;66;0:00:00;0.0;7;104.0;37;549.7;18;267.42;0;0.0;0:07:06;15.45
Objeto 25;445.52;257.15;173.25;11:29:51;15.07;85;0:00:14;0.03;737;425.39;2049;1182.66;1188;685.7;930;536.79;0:15:39;2.27
Objeto 26;94.26;107.06;88.04;2:44:59;32.02;84;0:00:07;0.07;189;214.68;563;639.51;424;481.62;0;0.0;0:00:00;0.0
Objeto 27;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 28;21.8;10.7;203.76;12:12:57;16.68;75;0:00:00;0.0;0;0.0;218;106.99;851;417.65;0;0.0;0:08:09;1.11
Objeto 29;78.97;26.08;302.85;16:19:57;18.54;89;0:01:53;0.19;79;26.09;613;202.41;1215;401.18;3;0.99;0:09:12;0.94
Objeto 30;313.97;153.61;204.39;14:52:06;13.75;96;0:02:37;0.29;521;254.9;1581;773.51;1054;515.68;494;241.69;2:08:27;14.4
Objeto 31;30.89;13.42;230.21;13:09:08;17.5;82;0:00:06;0.01;5;2.17;298;129.44;952;413.53;0;0.0;0:00:00;0.0
Objeto 32;163.5;79.12;206.65;12:48:25;16.14;80;0:00:00;0.0;281;135.98;1006;486.83;557;269.54;67;32.42;0:57:51;7.53
Objeto 33;282.09;-0.57;-49304.48;9:21:47;-5265.85;99;0:02:34;0.46;571;-1.16;1171;-2.38;819;-1.66;486;-0.99;0:20:04;3.57
Objeto 34;5.1;132.06;3.86;0:11:36;19.98;37;0:00:00;0.0;9;233.04;32;828.59;22;569.65;1;25.89;0:00:00;0.0
Objeto 35;136.6;58.75;232.52;12:15:27;18.97;79;0:00:00;0.0;229;98.48;806;346.63;475;204.28;102;43.87;0:48:45;6.63
Objeto 36;220.64;19.92;1107.38;13:55:10;79.56;94;0:01:36;0.19;371;33.5;1198;108.18;732;66.1;251;22.67;0:21:18;2.55
Objeto 37;200.5;92.75;216.18;12:23:24;17.45;83;0:00:14;0.03;319;147.56;1137;525.96;596;275.7;228;105.47;0:00:00;0.0
Objeto 38;10.4;15.63;66.56;3:33:40;18.69;77;0:00:00;0.0;8;12.02;88;132.22;206;309.52;0;0.0;0:00:00;0.0
Objeto 39;115.31;73.89;156.05;8:16:12;18.87;91;0:01:18;0.26;222;142.26;635;406.92;366;234.54;63;40.37;0:55:24;11.16
Objeto 40;288.5;165.38;174.44;11:00:59;15.83;69;0:00:00;0.0;592;339.36;1115;639.17;631;361.72;586;335.92;0:31:09;4.71
Objeto 41;82.2;65.79;124.94;6:55:29;18.04;78;0:00:00;0.0;127;101.65;526;421.02;252;201.7;42;33.62;0:14:00;3.37
Objeto 42;284.9;0.0;0.0;0:00:00;0.0;89;0:00:46;0.0;818;0.0;826;0.0;2550;0.0;387;0.0;0:00:00;0.0
Objeto 43;340.46;133.52;254.98;12:41:05;20.1;92;0:01:16;0.17;697;273.35;1464;574.16;965;378.46;535;209.82;0:07:33;0.99
Objeto 44;162.97;74.42;219.0;13:20:15;16.42;86;0:00:12;0.02;302;137.9;908;414.62;488;222.84;116;52.97;0:42:04;5.26
Objeto 45;31.3;14.69;213.14;11:43:32;18.18;80;0:00:00;0.0;4;1.88;303;142.16;855;401.14;2;0.94;0:00:00;0.0
Objeto 46;186.66;93.68;199.25;12:36:29;15.8;94;0:01:02;0.14;308;154.58;1060;531.99;664;333.25;181;90.84;0:31:39;4.18
Objeto 47;260.73;126.33;206.38;11:18:32;18.25;92;0:02:29;0.37;501;242.75;1296;627.96;638;309.14;284;137.61;0:33:02;4.87
Objeto 48;87.1;50.25;173.34;0:00:00;0.0;93;0:00:54;0.0;113;65.19;550;317.3;328;189.23;95;54.81;0:00:00;0.0
Objeto 49;197.4;0.0;0.0;11:06:25;0.0;0;0:00:00;0.0;376;0.0;1033;0.0;765;0.0;189;0.0;10:24:00;93.64
Objeto 50;0.0;0.0;0.09;0:38:20;0.13;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:28:07;73.35
Objeto 51;21.86;21.11;103.54;6:28:54;15.97;82;0:00:04;0.02;13;12.56;192;185.43;486;469.37;0;0.0;0:21:03;5.41
Objeto 52;121.68;55.95;217.48;14:32:02;14.96;83;0:00:13;0.02;133;61.15;896;411.99;338;155.42;53;24.37;0:37:33;4.31
Objeto 53;110.06;32.99;333.62;17:27:04;19.12;91;0:03:05;0.29;155;46.46;763;228.7;1511;452.91;1;0.3;0:24:50;2.37
Objeto 54;28.66;15.31;187.18;13:28:57;13.88;85;0:00:04;0.01;9;4.81;268;143.18;722;385.73;0;0.0;0:13:21;1.65
Objeto 55;317.32;87.61;362.2;18:10:04;19.94;111;0:08:20;0.76;572;157.92;1675;462.45;1548;427.39;285;78.69;1:07:14;6.17
Objeto 56;388.83;140.6;276.54;15:13:35;18.16;95;0:05:43;0.63;717;259.27;1741;629.56;1076;389.09;662;239.39;0:51:27;5.63
Objeto 57;210.06;81.7;257.1;15:08:17;16.98;131;0:02:37;0.29;399;155.19;1183;460.13;765;297.55;97;37.73;0:34:26;3.79
Objeto 58;82.91;47.88;173.15;10:15:40;16.87;86;0:00:15;0.04;132;76.23;504;291.07;244;140.92;59;34.07;0:07:56;1.29
Objeto 59;32.1;15.32;209.54;10:55:38;19.18;80;0:00:00;0.0;7;3.34;307;146.51;837;399.45;0;0.0;0:11:43;1.79
Objeto 60;557.8;217.55;256.4;16:37:29;15.42;91;0:00:50;0.08;1006;392.35;2185;852.18;1289;502.73;1372;535.1;3:38:19;21.89
Objeto 61;107.58;59.56;180.63;11:53:16;15.19;84;0:00:13;0.03;141;78.06;677;374.8;363;200.97;115;63.67;0:45:44;6.41
Objeto 62;79.89;44.33;180.2;12:38:45;14.25;91;0:00:55;0.12;116;64.37;533;295.78;249;138.18;25;13.87;1:39:56;13.17
Objeto 63;160.42;66.38;241.67;16:53:37;14.31;90;0:00:45;0.07;276;114.2;992;410.47;737;304.96;54;22.34;2:07:54;12.62
Objeto 64;323.23;124.86;258.87;17:25:37;14.85;97;0:03:30;0.33;604;233.32;1619;625.41;1282;495.23;376;145.25;3:03:01;17.5
Objeto 65;29.74;15.76;188.76;14:26:08;13.08;98;0:01:22;0.16;7;3.71;271;143.57;862;456.67;1;0.53;1:30:48;10.48
Objeto 66;141.47;69.48;203.6;12:32:13;16.24;86;0:00:05;0.01;249;122.3;851;417.97;542;266.2;65;31.92;1:03:27;8.44
Objeto 67;37.0;18.29;202.36;13:33:48;14.92;92;0:00:21;0.04;18;8.9;328;162.09;933;461.06;3;1.48;0:23:25;2.88
Objeto 68;114.7;92.01;124.67;9:13:00;13.53;77;0:00:00;0.0;198;158.82;650;521.39;310;248.66;101;81.02;1:12:13;13.06
Objeto 69;96.4;44.2;218.12;0:09:13;1419.97;80;0:00:00;0.0;160;73.35;628;287.91;341;156.33;16;7.34;0:00:00;0.0
Objeto 70;73.55;28.15;261.25;10:43:06;24.37;97;0:03:29;0.54;76;29.09;544;208.23;1184;453.2;0;0.0;0:06:24;1.0
Objeto 71;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 72;5.4;155.13;3.48;0:23:20;8.95;43;0:00:00;0.0;10;287.27;32;919.28;22;632.0;2;57.45;0:00:00;0.0
Objeto 73;0.1;175.44;0.06;0:02:15;1.52;0;0:00:00;0.0;0;0.0;1;1754.39;0;0.0;0;0.0;0:00:00;0.0
Objeto 74;125.86;65.57;191.95;10:06:22;18.99;89;0:00:55;0.15;244;127.12;736;383.43;584;304.24;27;14.07;0:20:03;3.31
Objeto 75;31.3;15.55;201.27;11:32:22;17.44;79;0:00:00;0.0;2;0.99;309;153.52;811;402.94;0;0.0;0:25:17;3.65
Objeto 76;530.85;177.28;299.45;16:11:16;18.5;83;0:00:18;0.03;937;312.91;2046;683.26;1421;474.54;1386;462.85;0:35:50;3.69
Objeto 77;11.4;7.39;154.28;8:49:47;17.47;68;0:00:00;0.0;0;0.0;114;73.89;393;254.73;0;0.0;0:00:00;0.0
Objeto 78;70.78;37.41;189.19;10:37:10;17.81;110;0:04:46;0.75;66;34.89;515;272.22;1188;627.96;19;10.04;0:06:16;0.98
Objeto 79;362.65;141.16;256.91;1:20:30;191.49;84;0:00:18;0.37;852;331.63;1778;692.06;1355;527.42;121;47.1;0:00:00;0.0
Objeto 80;412.77;123.3;334.76;18:06:42;18.48;95;0:03:30;0.32;854;255.11;2070;618.35;1610;480.94;318;94.99;1:30:26;8.32
Total;13070.62;-37.57;-34787.97;764:09:34;-45.52;131;1:20:13;0.17;23096;-66.39;65885;-189.39;57714;-165.9;17838;-51.28;64:22:21;8.42
