Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 13;96.92;26.19;370.08;20:16:32;18.25;99;0:03:59;0.33;73;19.73;790;213.47;1699;459.1;0;0.0;0:44:17;3.64
Objeto 14;19.39;;;13:27:25;;84;0:00:08;0.02;5;;179;;480;;1;;7:26:15;55.27
Objeto 15;22.32;21.24;105.09;6:14:21;16.84;112;0:02:07;0.57;8;7.61;189;179.84;456;433.91;0;0.0;0:06:57;1.86
Objeto 16;0.3;21.91;1.37;0:05:33;14.8;44;0:00:00;0.0;0;0.0;2;146.09;1;73.05;1;73.05;0:00:00;0.0
Objeto 17;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 18;257.53;127.47;202.04;12:36:06;16.03;91;0:01:32;0.2;498;246.49;1261;624.14;860;425.66;305;150.96;1:08:15;9.03
Objeto 19;308.81;123.81;249.43;12:34:08;19.85;81;0:00:01;0.0;598;239.75;1544;619.01;757;303.49;348;139.52;0:36:17;4.81
Objeto 20;455.35;219.08;207.84;6:52:43;30.22;88;0:00:27;0.11;899;432.54;1950;938.21;1701;818.41;800;384.91;0:00:00;0.0
Objeto 21;126.88;65.38;194.06;10:40:34;18.18;85;0:00:27;0.07;171;88.12;808;416.36;421;216.94;113;58.23;0:44:47;6.99
Objeto 22;262.91;131.07;200.59;9:22:15;21.41;90;0:00:52;0.15;496;247.27;1128;562.34;1118;557.35;500;249.26;0:00:00;0.0
Objeto 23;176.71;74.95;235.78;13:19:04;17.7;100;0:02:27;0.31;271;114.94;768;325.73;772;327.43;435;184.5;1:05:23;8.18
Objeto 24;172.13;93.2;184.68;10:12:42;18.09;84;0:00:13;0.04;294;159.19;944;511.14;614;332.46;187;101.25;0:30:36;4.99
Objeto 25;7.4;273.16;2.71;0:42:22;3.84;35;0:00:00;0.0;8;295.31;49;1808.79;24;885.94;9;332.23;0:00:00;0.0
Objeto 26;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 27;163.95;89.49;183.21;5:57:03;30.79;85;0:00:07;0.03;270;147.38;1091;595.5;785;428.48;6;3.28;0:10:40;2.99
Objeto 28;140.6;80.28;175.13;8:56:51;19.57;77;0:00:00;0.0;229;130.76;888;507.05;520;296.92;60;34.26;0:06:48;1.27
Objeto 29;29.5;14.91;197.87;12:11:27;16.23;76;0:00:00;0.0;2;1.01;291;147.06;898;453.82;0;0.0;0:14:11;1.94
Objeto 30;31.59;13.52;233.65;13:45:58;16.97;82;0:00:05;0.01;14;5.99;284;121.55;865;370.21;3;1.28;0:13:24;1.62
Objeto 31;318.57;154.08;206.76;15:27:41;13.37;94;0:01:46;0.19;484;234.09;1706;825.12;1085;524.77;497;240.38;2:50:43;18.4
Objeto 32;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 33;164.2;87.34;188.01;12:11:27;15.42;79;0:00:00;0.0;285;151.59;1007;535.62;516;274.46;65;34.57;1:00:57;8.33
Objeto 34;401.68;118.23;339.73;18:52:23;18.0;94;0:02:18;0.2;719;211.64;1885;554.85;1138;334.97;673;198.1;0:36:16;3.2
Objeto 35;173.2;94.54;183.2;5:54:54;30.97;97;0:01:58;0.55;305;166.48;888;484.71;551;300.76;205;111.9;0:00:00;0.0
Objeto 36;166.9;67.41;247.58;13:33:38;18.26;78;0:00:00;0.0;284;114.71;953;384.93;654;264.16;148;59.78;0:55:44;6.85
Objeto 37;166.68;14.89;1119.08;12:47:59;87.43;82;0:00:06;0.01;250;22.34;991;88.55;504;45.04;175;15.64;0:07:01;0.91
Objeto 38;0.3;555.56;0.05;0:13:52;0.23;0;0:00:00;0.0;0;0.0;3;5555.56;1;1851.85;0;0.0;0:08:56;64.42
Objeto 39;20.6;13.59;151.6;12:22:21;12.25;74;0:00:00;0.0;5;3.3;195;128.63;621;409.63;1;0.66;0:45:02;6.07
Objeto 40;281.71;87.54;321.79;18:11:06;17.7;98;0:03:48;0.35;520;161.6;1487;462.1;901;279.99;257;79.87;1:45:24;9.66
Objeto 41;0.7;271.32;0.26;1:00:14;0.26;15;0:00:00;0.0;1;387.6;3;1162.79;1;387.6;2;775.19;0:00:00;0.0
Objeto 42;150.6;72.09;208.9;11:39:05;17.93;80;0:00:00;0.0;246;117.76;936;448.05;530;253.71;78;37.34;0:34:26;4.93
Objeto 43;304.79;195.58;155.84;10:20:03;15.08;95;0:01:27;0.23;676;433.78;1498;961.24;1562;1002.31;193;123.84;0:38:05;6.14
Objeto 44;254.64;121.72;209.21;11:16:52;18.54;87;0:00:21;0.05;499;238.52;1146;547.79;750;358.5;398;190.24;0:20:11;2.98
Objeto 45;167.35;70.04;238.95;13:24:14;17.83;84;0:00:18;0.04;307;128.48;930;389.2;461;192.93;127;53.15;0:29:18;3.64
Objeto 46;26.36;12.43;211.98;12:03:24;17.58;83;0:00:04;0.01;2;0.94;257;121.24;834;393.43;2;0.94;0:20:26;2.82
Objeto 47;3.7;114.41;3.23;0:12:05;16.06;47;0:00:00;0.0;4;123.69;28;865.8;11;340.14;1;30.92;0:00:00;0.0
Objeto 48;242.01;115.94;208.73;11:49:19;17.66;92;0:00:43;0.1;499;239.07;1186;568.21;603;288.9;230;110.19;0:20:44;2.92
Objeto 49;68.4;37.44;182.7;0:00:00;0.0;86;0:00:35;0.0;47;25.73;338;185.01;201;110.02;252;137.93;0:00:00;0.0
Objeto 50;296.3;98.04;302.23;17:35:00;17.19;96;0:02:53;0.27;556;183.97;1401;463.56;952;314.99;426;140.95;0:32:53;3.12
Objeto 51;28.1;14.21;197.71;12:09:10;16.27;71;0:00:00;0.0;5;2.53;271;137.07;873;441.57;0;0.0;0:13:38;1.87
Objeto 52;188.05;72.9;257.97;16:26:06;15.7;90;0:00:18;0.03;257;99.63;1148;445.02;612;237.24;216;83.73;1:44:13;10.57
Objeto 53;71.08;24.87;285.85;15:47:18;18.11;87;0:00:42;0.07;71;24.84;563;196.96;1242;434.49;0;0.0;0:34:00;3.59
Objeto 54;30.25;19.61;154.28;10:14:54;15.05;129;0:00:10;0.03;14;9.07;253;163.99;638;413.54;19;12.32;0:28:09;4.58
Objeto 55;355.83;95.71;371.79;21:59:19;16.91;109;0:08:20;0.63;654;175.91;1839;494.63;1583;425.78;339;91.18;2:55:10;13.28
Objeto 56;6.4;129.24;4.95;1:02:11;4.78;58;0:00:00;0.0;9;181.74;46;928.92;20;403.88;0;0.0;0:24:08;38.81
Objeto 57;279.31;117.15;238.41;14:23:01;16.58;91;0:00:59;0.11;399;167.36;1435;601.9;933;391.34;552;231.53;0:12:11;1.41
Objeto 58;78.7;45.99;171.15;9:06:26;18.79;95;0:00:44;0.13;108;63.1;486;283.96;202;118.03;78;45.57;0:08:00;1.46
Objeto 59;32.31;16.77;192.7;10:20:07;18.64;81;0:00:01;0.0;11;5.71;301;156.2;822;426.57;0;0.0;0:09:34;1.54
Objeto 60;95.3;143.96;66.2;4:51:07;13.64;68;0:00:00;0.0;163;246.22;442;667.66;208;314.19;185;279.45;1:03:52;21.94
Objeto 61;114.1;63.72;179.07;12:21:51;14.48;80;0:00:00;0.0;169;94.38;760;424.42;465;259.68;43;24.01;1:03:49;8.6
Objeto 62;77.74;44.58;174.41;11:19:14;15.41;92;0:00:59;0.14;116;66.51;513;294.14;233;133.6;24;13.76;1:34:38;13.93
Objeto 63;180.7;64.26;281.19;17:47:43;15.8;80;0:00:00;0.0;309;109.89;1127;400.8;858;305.13;62;22.05;0:55:06;5.16
Objeto 64;319.65;123.06;259.75;18:38:58;13.93;93;0:01:30;0.13;678;261.03;1671;643.32;1552;597.51;157;60.44;3:38:36;19.54
Objeto 65;24.24;15.35;157.89;9:48:39;16.09;89;0:00:36;0.1;9;5.7;219;138.7;597;378.1;0;0.0;0:23:07;3.93
Objeto 66;149.84;69.45;215.76;13:37:54;15.83;88;0:01:20;0.16;274;127.0;862;399.53;637;295.24;75;34.76;1:10:36;8.63
Objeto 67;33.3;16.44;202.59;12:28:08;16.25;82;0:00:00;0.0;15;7.4;298;147.09;871;429.92;5;2.47;0:36:54;4.93
Objeto 68;115.2;97.56;118.08;8:18:48;14.2;70;0:00:00;0.0;193;163.44;674;570.78;333;282.0;92;77.91;0:54:38;10.95
Objeto 69;88.57;47.41;186.81;0:15:28;724.69;86;0:00:11;1.19;148;79.22;563;301.38;300;160.59;15;8.03;0:00:00;0.0
Objeto 70;75.33;20.7;364.0;8:34:42;42.43;105;0:54:53;10.66;3;0.82;108;29.67;360;98.9;0;0.0;0:00:00;0.0
Objeto 71;139.6;80.85;172.66;14:14:15;12.13;73;0:00:00;0.0;180;104.25;1006;582.64;458;265.26;30;17.37;2:55:56;20.6
Objeto 72;176.63;88.63;199.29;11:27:13;17.4;91;0:00:31;0.08;298;149.53;1006;504.8;552;276.99;160;80.29;0:18:30;2.69
Objeto 73;164.0;93.94;174.57;5:13:27;33.42;79;0:00:00;0.0;268;153.52;947;542.46;627;359.16;157;89.93;0:00:00;0.0
Objeto 74;79.57;42.92;185.4;13:55:01;13.32;87;0:00:12;0.02;125;67.42;537;289.64;351;189.32;7;3.78;1:02:34;7.49
Objeto 75;48.31;18.32;263.61;14:00:41;18.81;91;0:00:22;0.04;6;2.28;468;177.54;1177;446.49;0;0.0;0:09:19;1.11
Objeto 76;518.02;171.46;302.13;16:05:46;18.77;88;0:00:16;0.03;885;292.92;2079;688.12;1350;446.83;1329;439.88;0:09:58;1.03
Objeto 77;14.3;7.95;179.95;11:35:22;15.53;69;0:00:00;0.0;1;0.56;140;77.8;511;283.96;1;0.56;0:00:00;0.0
Objeto 78;32.49;33.26;97.67;5:54:30;16.53;99;0:01:11;0.33;26;26.62;257;263.14;552;565.19;6;6.14;0:23:33;6.64
Objeto 79;263.22;110.87;237.41;4:53:18;48.57;89;0:00:19;0.11;541;227.87;1506;634.34;1010;425.42;29;12.22;0:00:00;0.0
Objeto 80;345.8;113.48;304.72;16:17:26;18.71;90;0:01:27;0.15;676;221.84;1910;626.8;1462;479.78;182;59.73;1:10:30;7.21
Total;12061.97;78.13;15437.87;787:17:11;19.61;129;1:52:08;0.24;20654;133.79;63210;409.45;55120;357.04;14869;96.32;50:53:14;6.46
