Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 31;42.71;25.01;170.78;9:17:02;18.4;86.0;0:00:15;0.04;33.0;19.32;359.0;210.21;760.0;445.01;0.0;0.0;0:08:26;1.51
Objeto 32;39.83;23.62;168.65;9:09:27;18.42;87.0;0:00:14;0.04;31.0;18.38;334.0;198.04;756.0;448.26;0.0;0.0;0:14:19;2.61
Objeto 33;151.2;72.55;208.41;12:13:58;17.04;77.0;0:00:00;0.0;276.0;132.43;900.0;431.85;500.0;239.91;60.0;28.79;0:14:04;1.92
Objeto 34;419.86;124.91;336.14;18:26:30;18.23;98.0;0:03:56;0.36;806.0;239.78;1900.0;565.25;1173.0;348.97;648.0;192.78;0:52:53;4.78
Objeto 35;1.3;6.66;19.51;1:52:02;10.45;61.0;0:00:00;0.0;0.0;0.0;13.0;66.65;59.0;302.49;0.0;0.0;0:17:02;15.2
Objeto 36;37.3;64.95;57.43;1:34:47;36.35;80.0;0:00:00;0.0;64.0;111.45;220.0;383.11;120.0;208.97;25.0;43.54;0:00:00;0.0
Objeto 37;174.83;63.1;277.05;14:24:58;19.22;85.0;0:00:09;0.02;293.0;105.76;1023.0;369.24;695.0;250.85;138.0;49.81;1:03:52;7.38
Objeto 38;1.1;10.14;10.85;1:21:05;8.03;53.0;0:00:00;0.0;0.0;0.0;11.0;101.37;48.0;442.36;0.0;0.0;0:06:48;8.39
Objeto 39;135.3;13.95;969.73;12:27:15;77.86;79.0;0:00:00;0.0;206.0;21.24;842.0;86.83;461.0;47.54;99.0;10.21;0:52:56;7.08
Objeto 40;0.0;0.0;0.0;0:00:00;0.0;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 41;0.1;3.15;3.17;1:09:41;2.73;42.0;0:00:00;0.0;0.0;0.0;1.0;31.53;11.0;346.78;0.0;0.0;0:47:26;68.07
Objeto 42;115.26;78.86;146.17;6:36:57;22.09;110.0;0:03:18;0.83;251.0;171.72;558.0;381.74;371.0;253.81;65.0;44.47;0:06:15;1.57
Objeto 43;209.9;121.0;173.47;11:02:04;15.72;73.0;0:00:00;0.0;372.0;214.45;1017.0;586.28;529.0;304.96;338.0;194.85;0:31:06;4.7
Objeto 44;174.3;75.33;231.4;12:11:24;18.98;85.0;0:00:48;0.11;170.0;73.47;1044.0;451.17;601.0;259.73;352.0;152.12;0:19:01;2.6
Objeto 45;;;206.3;;;;;;;;;;;;;;;
Objeto 46;127.8;63.48;201.33;12:18:48;16.35;81.0;0:00:00;0.0;183.0;90.9;828.0;411.27;395.0;196.2;84.0;41.72;1:19:57;10.82
Objeto 47;142.82;72.31;197.52;13:06:55;15.06;87.0;0:00:27;0.06;113.0;57.21;736.0;372.63;476.0;240.99;462.0;233.91;0:48:25;6.15
Objeto 48;310.2;119.53;259.52;13:29:58;19.22;78.0;0:00:00;0.0;643.0;247.77;1381.0;532.14;881.0;339.48;435.0;167.62;0:06:35;0.81
Objeto 49;186.66;85.04;219.5;12:50:29;17.09;91.0;0:00:33;0.07;365.0;166.29;995.0;453.31;544.0;247.84;137.0;62.42;0:18:51;2.45
Objeto 50;35.6;15.3;232.67;12:55:26;18.0;77.0;0:00:00;0.0;11.0;4.73;333.0;143.12;904.0;388.53;1.0;0.43;0:18:27;2.38
Objeto 51;273.64;90.09;303.74;16:37:39;18.27;95.0;0:04:14;0.42;496.0;163.3;1435.0;472.45;932.0;306.84;269.0;88.56;1:10:51;7.1
Objeto 52;243.53;121.41;200.59;11:25:57;17.55;97.0;0:01:01;0.15;483.0;240.79;1221.0;608.71;663.0;330.53;238.0;118.65;0:14:33;2.12
Objeto 53;171.6;86.69;197.94;0:00:00;0.0;91.0;0:01:41;0.0;318.0;160.65;968.0;489.03;736.0;371.83;112.0;56.58;0:00:00;0.0
Objeto 54;252.58;129.13;195.59;11:22:16;17.2;97.0;0:01:54;0.28;485.0;247.96;1137.0;581.31;709.0;362.49;403.0;206.04;0:31:46;4.66
Objeto 55;235.71;130.79;180.23;13:26:44;13.4;84.0;0:00:07;0.01;413.0;229.16;1207.0;669.71;748.0;415.03;323.0;179.22;0:55:25;6.87
Objeto 56;26.09;24.93;104.66;6:38:16;15.77;87.0;0:00:19;0.08;27.0;25.8;204.0;194.91;493.0;471.04;0.0;0.0;0:09:16;2.33
Objeto 57;166.35;73.25;227.08;17:22:08;13.07;96.0;0:00:32;0.05;202.0;88.96;1171.0;515.68;620.0;273.03;84.0;36.99;2:07:42;12.25
Objeto 58;109.92;34.38;319.72;17:56:26;17.82;102.0;0:05:27;0.51;152.0;47.54;734.0;229.57;1564.0;489.17;0.0;0.0;0:08:32;0.79
Objeto 59;21.41;13.89;154.12;11:46:09;13.1;87.0;0:00:01;0.0;8.0;5.19;193.0;125.23;447.0;290.04;5.0;3.24;2:20:37;19.91
Objeto 60;213.06;74.15;287.35;15:23:00;18.68;111.0;0:03:47;0.41;363.0;126.33;1226.0;426.66;871.0;303.11;144.0;50.11;0:59:51;6.48
Objeto 61;182.21;82.95;219.67;15:36:49;14.07;88.0;0:00:51;0.09;335.0;152.5;1116.0;508.04;699.0;318.21;29.0;13.2;1:22:10;8.77
Objeto 62;259.85;180.06;144.32;14:31:34;9.93;95.0;0:00:18;0.03;469.0;324.98;1233.0;854.38;737.0;510.68;425.0;294.49;3:45:15;25.84
Objeto 63;92.72;52.88;175.35;9:21:28;18.74;82.0;0:00:08;0.02;146.0;83.26;587.0;334.76;266.0;151.7;47.0;26.8;0:07:26;1.32
Objeto 64;383.27;188.28;203.57;13:30:07;15.08;87.0;0:00:47;0.1;694.0;340.92;1513.0;743.25;958.0;470.61;925.0;454.4;1:32:46;11.45
Objeto 65;85.2;48.56;175.45;11:53:06;14.76;83.0;0:00:07;0.02;108.0;61.55;563.0;320.88;286.0;163.01;72.0;41.04;0:47:47;6.7
Objeto 66;94.68;51.07;185.38;13:15:51;13.98;104.0;0:02:04;0.26;158.0;85.23;587.0;316.65;292.0;157.52;26.0;14.03;1:32:48;11.66
Objeto 67;194.26;61.77;314.5;18:41:48;16.82;84.0;0:00:27;0.04;382.0;121.46;1127.0;358.34;751.0;238.79;48.0;15.26;0:44:24;3.96
Objeto 68;25.4;51.79;49.04;4:45:31;10.31;76.0;0:00:00;0.0;31.0;63.21;183.0;373.16;121.0;246.74;9.0;18.35;2:17:51;48.28
Objeto 69;30.59;17.31;176.72;12:34:07;14.06;100.0;0:01:05;0.14;5.0;2.83;283.0;160.14;818.0;462.88;1.0;0.57;1:12:20;9.59
Objeto 70;222.5;72.53;306.79;8:17:28;37.0;91.0;0:01:27;0.29;331.0;107.89;1234.0;402.23;749.0;244.14;307.0;100.07;0:00:00;0.0
Objeto 71;161.55;63.96;252.58;14:05:45;17.92;86.0;0:00:38;0.07;294.0;116.4;901.0;356.71;651.0;257.74;119.0;47.11;1:12:56;8.62
Objeto 72;34.97;17.15;203.89;11:39:37;17.49;88.0;0:00:05;0.01;14.0;6.87;318.0;155.97;917.0;449.76;3.0;1.47;0:15:39;2.24
Objeto 73;122.6;101.3;121.03;8:00:09;15.12;74.0;0:00:00;0.0;203.0;167.73;685.0;565.98;288.0;237.96;135.0;111.54;0:39:33;8.24
Objeto 74;98.96;52.48;188.57;2:24:07;78.51;85.0;0:00:06;0.07;174.0;92.27;619.0;328.26;333.0;176.59;9.0;4.77;0:00:00;0.0
Objeto 75;9.12;17.16;53.12;2:35:29;20.5;87.0;0:00:16;0.17;7.0;13.18;73.0;137.42;168.0;316.27;0.0;0.0;0:00:00;0.0
Objeto 76;156.4;87.24;179.28;14:24:09;12.45;78.0;0:00:00;0.0;200.0;111.56;1136.0;633.65;556.0;310.13;28.0;15.62;2:21:37;16.39
Objeto 77;192.02;96.05;199.92;10:03:34;19.87;87.0;0:00:42;0.12;354.0;177.07;981.0;490.69;615.0;307.62;223.0;111.54;0:06:27;1.07
Objeto 78;177.04;80.11;221.01;8:27:24;26.13;85.0;0:00:11;0.04;289.0;130.77;1039.0;470.12;764.0;345.69;151.0;68.32;0:27:35;5.44
Objeto 79;122.67;43.86;279.68;16:02:56;17.43;97.0;0:00:34;0.06;199.0;71.15;804.0;287.47;601.0;214.89;20.0;7.15;0:32:55;3.42
Objeto 80;38.0;14.68;258.92;15:36:46;16.58;78.0;0:00:00;0.0;4.0;1.54;371.0;143.29;995.0;384.29;1.0;0.39;0:28:59;3.09
Objeto 81;341.94;179.85;190.13;11:16:26;16.86;89.0;0:00:32;0.08;649.0;341.35;1294.0;680.6;921.0;484.42;823.0;432.87;0:47:16;6.99
Objeto 82;15.0;7.39;203.01;12:10:43;16.67;65.0;0:00:00;0.0;1.0;0.49;148.0;72.9;535.0;263.54;0.0;0.0;0:00:00;0.0
Objeto 83;30.43;37.53;81.1;4:30:19;18.0;101.0;0:02:18;0.85;21.0;25.89;238.0;293.46;523.0;644.88;4.0;4.93;0:16:00;5.92
Objeto 84;203.1;85.46;237.67;6:57:13;34.18;78.0;0:00:00;0.0;402.0;169.14;1208.0;508.27;758.0;318.93;19.0;7.99;0:00:00;0.0
Objeto 85;371.9;113.41;327.92;17:52:26;18.35;100.0;0:03:21;0.31;816.0;248.84;1822.0;555.63;1522.0;464.14;234.0;71.36;1:21:52;7.63
Total;14047.42;86.3;16277.16;848:34:12;19.18;111.0;1:03:58;0.13;24669.0;151.56;73209.0;449.77;57493.0;353.21;17298.0;106.27;54:51:04;6.46
