Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 37;197.43;20.02;986.08;13:04:45;75.39;82;0:00:02;0.0;341;34.58;1137;115.31;637;64.6;155;15.72;0:36:27;4.64
Objeto 38;151.4;91.69;165.12;9:17:19;17.78;80;0:00:00;0.0;250;151.4;861;521.43;483;292.51;153;92.66;0:07:44;1.39
Objeto 39;23.2;13.6;170.56;12:01:06;14.19;78;0:00:00;0.0;1;0.59;229;134.27;648;379.93;1;0.59;0:00:00;0.0
Objeto 40;19.21;61.38;31.29;2:29:55;12.52;90;0:00:09;0.1;29;92.67;122;389.86;54;172.56;9;28.76;0:15:30;10.34
Objeto 41;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 42;8.8;94.2;9.34;0:52:04;10.77;58;0:00:00;0.0;8;85.63;61;652.97;37;396.06;11;117.75;0:00:00;0.0
Objeto 43;137.8;65.9;209.09;12:04:36;17.31;75;0:00:00;0.0;200;95.65;908;434.26;484;231.48;70;33.48;0:41:17;5.7
Objeto 44;117.2;0.0;0.0;0:00:00;0.0;90;0:00:13;0.0;168;0.0;630;0.0;576;0.0;206;0.0;0:00:00;0.0
Objeto 45;300.11;116.37;257.9;13:08:17;19.63;90;0:00:51;0.11;623;241.57;1388;538.19;940;364.48;360;139.59;0:00:00;0.0
Objeto 46;212.08;86.76;244.43;13:16:35;18.41;88;0:00:27;0.06;436;178.38;1085;443.9;658;269.2;160;65.46;0:08:54;1.12
Objeto 47;27.1;15.2;178.24;10:36:15;16.81;80;0:00:00;0.0;10;5.61;248;139.14;705;395.54;3;1.68;0:06:29;1.02
Objeto 48;305.56;99.08;308.41;15:51:50;19.44;88;0:01:52;0.2;591;191.63;1521;493.18;1080;350.19;335;108.62;0:13:52;1.46
Objeto 49;5.0;275.79;1.81;0:08:49;12.34;35;0:00:00;0.0;8;441.26;26;1434.09;12;661.89;8;441.26;0:00:00;0.0
Objeto 50;72.8;39.82;182.83;0:00:00;0.0;92;0:00:33;0.0;77;42.11;490;268.0;302;165.18;84;45.94;0:00:00;0.0
Objeto 51;225.95;114.58;197.21;10:13:54;19.27;98;0:02:42;0.44;434;220.07;988;500.99;704;356.98;376;190.66;0:40:14;6.55
Objeto 52;0.0;0.0;0.0;0:01:07;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 53;50.79;25.46;199.52;11:44:28;16.99;92;0:01:54;0.27;41;20.55;409;204.99;961;481.65;1;0.5;0:19:10;2.72
Objeto 54;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 55;100.38;27.56;364.2;18:49:47;19.34;96;0:04:01;0.36;119;32.67;732;200.99;1595;437.95;0;0.0;0:18:13;1.61
Objeto 56;27.51;16.18;170.09;10:41:15;15.91;163;0:00:29;0.08;13;7.64;231;135.81;655;385.09;14;8.23;0:06:51;1.07
Objeto 57;335.16;83.21;402.79;21:01:02;19.16;115;0:09:54;0.79;625;155.17;1745;433.23;1429;354.78;272;67.53;2:48:26;13.36
Objeto 58;174.78;82.31;212.36;13:05:41;16.22;82;0:00:06;0.01;316;148.81;1090;513.29;680;320.22;25;11.77;0:35:28;4.51
Objeto 59;97.33;51.96;187.33;9:25:25;19.88;83;0:00:23;0.07;155;82.74;565;301.61;249;132.92;95;50.71;0:12:09;2.15
Objeto 60;258.09;119.94;215.19;12:31:39;17.18;90;0:00:26;0.06;353;164.04;1319;612.95;878;408.01;552;256.52;0:43:53;5.84
Objeto 61;32.46;22.06;147.09;7:37:56;19.27;81;0:00:04;0.01;20;13.6;284;193.08;663;450.74;0;0.0;0:00:00;0.0
Objeto 62;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 63;115.9;67.01;172.96;11:01:49;15.68;78;0:00:00;0.0;185;106.96;739;427.26;426;246.3;50;28.91;1:06:50;10.1
Objeto 64;96.59;51.71;186.79;12:33:28;14.87;94;0:00:35;0.08;155;82.98;630;337.28;316;169.17;21;11.24;1:20:44;10.71
Objeto 65;338.67;127.42;265.78;16:50:42;15.78;86;0:00:12;0.02;533;200.54;2053;772.44;1128;424.41;266;100.08;2:01:08;11.99
Objeto 66;256.34;104.02;246.44;16:42:36;14.75;100;0:01:22;0.14;442;179.36;1503;609.9;1073;435.41;165;66.95;2:21:48;14.14
Objeto 67;25.2;11.63;216.72;13:31:24;16.03;78;0:00:00;0.0;6;2.77;240;110.74;777;358.53;0;0.0;0:26:03;3.21
Objeto 68;0.0;0.0;0.02;0:00:05;12.24;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 69;40.2;19.42;206.98;12:42:12;16.29;80;0:00:00;0.0;23;11.11;351;169.58;992;479.27;5;2.42;0:22:36;2.97
Objeto 70;47.7;82.34;57.93;2:56:34;19.69;80;0:00:00;0.0;86;148.46;271;467.81;112;193.34;34;58.69;0:00:00;0.0
Objeto 71;90.92;48.53;187.34;0:11:10;1006.59;83;0:00:04;0.6;152;81.14;583;311.2;349;186.29;12;6.41;0:00:00;0.0
Objeto 72;66.56;27.31;243.71;9:36:49;25.35;102;0:02:43;0.47;62;25.44;495;203.11;1134;465.31;0;0.0;0:00:00;0.0
Objeto 73;13.8;181.17;7.62;1:02:17;7.34;44;0:00:00;0.0;26;341.34;81;1063.41;45;590.78;5;65.64;0:07:09;11.48
Objeto 74;2.1;105.32;1.99;0:17:57;6.67;45;0:00:00;0.0;2;100.3;15;752.26;6;300.9;2;100.3;0:00:00;0.0
Objeto 75;254.9;126.95;200.79;6:27:01;31.13;75;0:00:00;0.0;485;241.55;1456;725.15;1132;563.78;123;61.26;0:00:00;0.0
Objeto 76;80.98;43.89;184.5;12:14:45;15.07;87;0:00:49;0.11;127;68.83;539;292.14;394;213.55;10;5.42;0:07:05;0.96
Objeto 77;0.0;0.0;0.0;0:00:00;0.0;0;0:00:00;0.0;0;0.0;0;0.0;0;0.0;0;0.0;0:00:00;0.0
Objeto 78;510.2;173.59;293.92;14:26:31;20.35;80;0:00:00;0.0;928;315.74;1929;656.31;1350;459.32;1317;448.09;0:12:16;1.42
Objeto 79;19.9;10.22;194.74;10:48:18;18.02;69;0:00:00;0.0;0;0.0;199;102.19;603;309.65;0;0.0;0:00:00;0.0
Objeto 80;65.93;32.56;202.51;11:06:25;18.23;93;0:01:00;0.15;54;26.66;529;261.22;1225;604.9;14;6.91;0:21:54;3.29
Objeto 81;248.24;83.05;298.91;9:29:16;31.5;84;0:00:18;0.05;468;156.57;1431;478.74;866;289.72;99;33.12;0:00:00;0.0
Objeto 82;364.46;138.8;262.58;15:10:58;17.29;103;0:01:28;0.16;760;289.43;1927;733.87;1564;595.63;182;69.31;0:59:07;6.49
Total;12638.19;85.59;14766.59;724:16:18;20.39;163;2:39:28;0.37;22035;149.22;65780;445.46;56989;385.93;14745;99.85;37:51:01;5.23
