Vehicle;Dangerous driving (points);Dangerous driving points p/100km;Driven distance (km);Driving duration;Average speed (km/h);Maximum speed (km/h);Overspeeding duration;Overspeeding percentage (% of driving time);Extreme braking (events);Extreme braking events (events/100km);Harsh braking events;Harsh braking events (events/100km);Normal braking events;Normal braking events (events/100km);Harsh acceleration (events);Harsh acceleration events (events/100km);Idling duration;Excess Idling (%)
Objeto 30;21.9;13.52;161.93;11:50:31;13.67;78.0;0:00:00;0.0;3.0;1.85;213.0;131.54;746.0;460.68;0.0;0.0;0:13:20;1.88
Objeto 31;0.0;0.0;0.04;0:08:15;0.3;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:08:07;98.38
Objeto 32;64.73;25.1;257.88;13:33:04;19.03;95.0;0:00:59;0.12;60.0;23.27;517.0;200.48;1164.0;451.38;1.0;0.39;0:00:00;0.0
Objeto 33;141.9;69.97;202.82;11:43:05;17.31;82.0;0:00:05;0.01;253.0;124.74;862.0;425.01;433.0;213.49;50.0;24.65;0:40:06;5.7
Objeto 34;380.62;122.38;311.01;17:52:46;17.39;107.0;0:02:34;0.24;752.0;241.79;1747.0;561.72;1097.0;352.72;533.0;171.38;1:07:47;6.32
Objeto 35;28.87;19.74;146.27;9:41:43;15.09;84.0;0:00:05;0.01;16.0;10.94;255.0;174.34;642.0;438.92;1.0;0.68;0:26:25;4.54
Objeto 36;3.8;55.0;6.91;0:13:06;31.64;40.0;0:00:00;0.0;4.0;57.9;27.0;390.79;10.0;144.74;3.0;43.42;0:00:00;0.0
Objeto 37;161.9;65.28;247.99;13:53:57;17.84;79.0;0:00:00;0.0;263.0;106.05;973.0;392.35;654.0;263.72;120.0;48.39;1:04:45;7.76
Objeto 38;45.0;22.7;198.21;12:14:23;16.19;91.0;0:01:49;0.25;36.0;18.16;360.0;181.63;838.0;422.79;2.0;1.01;1:08:10;9.28
Objeto 39;48.74;17.77;274.29;3:29:05;78.71;87.0;0:00:37;0.29;93.0;33.91;269.0;98.07;215.0;78.39;27.0;9.84;0:12:44;6.09
Objeto 40;193.81;93.36;207.59;8:30:43;24.39;91.0;0:00:31;0.1;306.0;147.41;1137.0;547.72;648.0;312.16;180.0;86.71;0:00:00;0.0
Objeto 41;0.0;0.0;0.0;0:00:00;0.0;2.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 42;125.04;73.25;170.7;9:33:10;17.87;83.0;0:00:03;0.01;251.0;147.04;717.0;420.03;386.0;226.12;31.0;18.16;0:36:17;6.33
Objeto 43;234.3;135.26;173.22;10:02:51;17.24;72.0;0:00:00;0.0;440.0;254.02;1026.0;592.32;524.0;302.51;437.0;252.28;0:21:16;3.53
Objeto 44;157.1;79.06;198.72;14:02:38;14.15;97.0;0:00:29;0.06;171.0;86.05;947.0;476.56;596.0;299.93;278.0;139.9;1:11:33;8.49
Objeto 45;;;207.11;;;;;;;;;;;;;;;
Objeto 46;0.0;0.0;0.0;0:00:00;0.0;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 47;197.73;71.48;276.6;16:25:18;16.84;95.0;0:00:32;0.05;145.0;52.42;970.0;350.68;604.0;218.36;712.0;257.41;0:49:52;5.06
Objeto 48;262.73;124.93;210.29;11:38:22;18.07;81.0;0:00:02;0.0;540.0;256.78;1166.0;554.46;732.0;348.09;381.0;181.18;0:23:12;3.32
Objeto 49;178.16;80.47;221.41;12:31:04;17.69;86.0;0:00:20;0.04;344.0;155.37;944.0;426.35;539.0;243.44;146.0;65.94;0:44:46;5.96
Objeto 50;30.81;14.87;207.23;11:27:15;18.09;81.0;0:00:01;0.0;14.0;6.76;280.0;135.12;814.0;392.8;0.0;0.0;0:00:00;0.0
Objeto 51;295.08;98.22;300.43;16:23:44;18.32;101.0;0:04:30;0.46;551.0;183.41;1453.0;483.65;978.0;325.54;357.0;118.83;0:55:24;5.63
Objeto 52;322.12;122.49;262.98;14:04:25;18.69;84.0;0:00:16;0.03;605.0;230.06;1684.0;640.36;861.0;327.4;325.0;123.58;0:32:07;3.8
Objeto 53;136.7;74.96;182.37;0:00:00;0.0;81.0;0:00:06;0.0;224.0;122.83;805.0;441.41;628.0;344.35;114.0;62.51;0:00:00;0.0
Objeto 54;108.95;110.5;98.6;6:40:24;14.78;99.0;0:00:47;0.2;206.0;208.92;506.0;513.17;338.0;342.79;165.0;167.34;0:24:44;6.18
Objeto 55;177.7;115.06;154.44;11:01:39;14.0;80.0;0:00:00;0.0;309.0;200.08;942.0;609.95;629.0;407.28;217.0;140.51;1:31:37;13.85
Objeto 56;0.4;13.98;2.86;0:24:53;6.9;43.0;0:00:00;0.0;0.0;0.0;4.0;139.81;15.0;524.29;0.0;0.0;0:00:00;0.0
Objeto 57;144.26;78.42;183.97;12:09:51;15.12;86.0;0:00:46;0.11;224.0;121.76;912.0;495.74;510.0;277.22;76.0;41.31;1:25:49;11.76
Objeto 58;88.95;42.74;208.12;10:22:11;20.07;103.0;0:04:30;0.72;128.0;61.5;583.0;280.12;1077.0;517.48;0.0;0.0;0:00:00;0.0
Objeto 59;21.56;12.84;167.83;12:19:42;13.61;94.0;0:00:03;0.01;11.0;6.55;188.0;112.02;501.0;298.51;5.0;2.98;1:48:10;14.62
Objeto 60;296.13;85.46;346.54;18:44:53;18.48;116.0;0:08:18;0.74;535.0;154.39;1530.0;441.51;1176.0;339.36;291.0;83.97;1:08:46;6.11
Objeto 61;101.7;94.43;107.7;7:23:48;14.56;80.0;0:00:00;0.0;191.0;177.34;618.0;573.79;391.0;363.03;17.0;15.78;0:20:59;4.73
Objeto 62;264.01;131.74;200.4;14:46:18;13.57;98.0;0:01:34;0.18;396.0;197.6;1277.0;637.21;912.0;455.08;558.0;278.44;2:15:01;15.23
Objeto 63;91.81;53.32;172.21;9:16:31;18.57;88.0;0:00:37;0.11;145.0;84.2;554.0;321.71;267.0;155.05;69.0;40.07;0:19:44;3.55
Objeto 64;33.37;18.92;176.41;9:18:57;18.94;83.0;0:00:04;0.01;24.0;13.6;284.0;160.99;670.0;379.8;1.0;0.57;0:11:24;2.04
Objeto 65;376.82;186.25;202.32;13:39:59;14.8;92.0;0:01:48;0.22;631.0;311.89;1461.0;722.13;966.0;477.47;1029.0;508.61;1:45:26;12.86
Objeto 66;0.1;34.25;0.29;1:27:21;0.2;12.0;0:00:00;0.0;0.0;0.0;1.0;342.47;2.0;684.93;0.0;0.0;1:17:13;88.4
Objeto 67;90.58;48.33;187.43;14:15:29;13.15;112.0;0:00:56;0.11;139.0;74.16;587.0;313.18;243.0;129.65;33.0;17.61;2:39:38;18.66
Objeto 68;111.74;53.17;210.15;13:26:02;15.64;87.0;0:00:32;0.07;171.0;81.37;732.0;348.33;448.0;213.18;39.0;18.56;2:03:24;15.31
Objeto 69;245.74;94.38;260.37;16:43:44;15.56;97.0;0:02:05;0.21;427.0;163.99;1382.0;530.77;1046.0;401.73;204.0;78.35;2:53:20;17.27
Objeto 70;36.46;18.7;194.92;14:19:35;13.61;99.0;0:00:56;0.11;8.0;4.1;338.0;173.4;897.0;460.18;2.0;1.03;1:21:51;9.52
Objeto 71;222.12;73.29;303.07;7:08:19;42.45;105.0;0:04:37;1.08;346.0;114.17;1171.0;386.38;772.0;254.73;263.0;86.78;0:00:00;0.0
Objeto 72;0.0;0.0;0.19;0:07:09;1.6;0.0;0:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0:00:00;0.0
Objeto 73;32.36;15.16;213.41;11:43:23;18.2;152.0;0:00:04;0.01;18.0;8.43;275.0;128.86;768.0;359.87;12.0;5.62;0:36:36;5.2
Objeto 74;117.7;97.75;120.41;8:02:58;14.96;74.0;0:00:00;0.0;185.0;153.64;670.0;556.42;290.0;240.84;137.0;113.78;0:53:47;11.14
Objeto 75;67.6;47.67;141.81;4:11:52;33.78;80.0;0:00:00;0.0;112.0;78.98;437.0;308.17;215.0;151.62;15.0;10.58;0:08:12;3.26
Objeto 76;46.94;18.79;249.79;13:36:57;18.35;93.0;0:00:34;0.07;32.0;12.81;398.0;159.34;1038.0;415.55;0.0;0.0;0:00:00;0.0
Objeto 77;153.4;84.7;181.11;14:16:38;12.69;75.0;0:00:00;0.0;209.0;115.4;1091.0;602.38;567.0;313.06;25.0;13.8;2:39:56;18.67
Objeto 78;174.97;88.87;196.88;10:17:50;19.12;88.0;0:00:26;0.07;307.0;155.93;955.0;485.06;536.0;272.24;177.0;89.9;0:30:40;4.96
Objeto 79;191.7;106.65;179.75;8:47:17;20.45;87.0;0:00:34;0.11;321.0;178.58;1037.0;576.92;751.0;417.81;233.0;129.63;0:06:50;1.3
Objeto 80;69.0;38.18;180.71;13:02:01;13.86;77.0;0:00:00;0.0;83.0;45.93;515.0;284.99;339.0;187.59;9.0;4.98;0:36:44;4.7
Objeto 81;48.95;18.35;266.75;16:15:57;16.4;81.0;0:00:03;0.01;7.0;2.62;474.0;177.7;1188.0;445.37;1.0;0.37;0:13:51;1.42
Objeto 82;344.86;179.56;192.07;11:31:25;16.67;84.0;0:00:11;0.03;602.0;313.44;1422.0;740.37;893.0;464.95;821.0;427.46;0:37:41;5.45
Objeto 83;12.2;6.48;188.18;10:24:01;18.09;72.0;0:00:00;0.0;2.0;1.06;118.0;62.71;495.0;263.04;0.0;0.0;0:00:00;0.0
Objeto 84;60.55;32.18;188.15;10:48:58;17.4;96.0;0:01:59;0.31;40.0;21.26;503.0;267.34;1125.0;597.94;6.0;3.19;0:09:39;1.49
Objeto 85;313.28;118.72;263.87;2:23:40;110.2;84.0;0:00:15;0.17;671.0;254.29;1371.0;519.58;1153.0;436.96;225.0;85.27;0:00:00;0.0
Objeto 86;368.17;106.46;345.83;18:10:10;19.03;103.0;0:03:57;0.36;811.0;234.51;1791.0;517.88;1497.0;432.87;232.0;67.08;0:14:38;1.34
Total;13563.92;87.75;15457.93;850:40:05;18.17;152.0;1:03:24;0.12;23308.0;150.78;69763.0;451.31;59121.0;382.46;18410.0;119.1;63:31:11;7.47
